id;x;y;private;t
246;A6FBBEA8E004DA24C23AF7A76ACD829380D2B8A676E9F0E02A8546142FCB4DB6;0C8880D5B5D4A6DC438D9A852E04E1D2D602F73D081416EAB4573EA6094DD1BE;4D2CCBADA122DF1F30FD67AA1A4B0D0A6B9056456FCFC637455674E7415CFBD6;103
247;AC8EA80975051759E1AE69DAF5B8C6250AFAF34814AF1BDB2CF99B61A2030C77;5C6F7C5C4A3590E789F9DEA2824868D09231B280BCD02A35553659290B463AC3;F3427417389BA6E6C23D6EEF4D1FD53099868EB9C7CDDD166878549C586A75A2;101
248;D9B3C8C879410916F3C029880688D07E208B55A3DC047322C01D22CAF1884607;440653CC871D20D247D98D34BCC7EAC4140B11D5BBE160740A18D666048D7BB0;976D6422259FE3B5C2BD9ED5EB194108700E30EDF8A2E1C13B3862E4151DED71;101
249;5B66D05E3E29288CE74E78ABAF179BED876889C3F7A891D9F818F05D048BD59C;E3A719BABB5E35AC75C43C6B020A4A377F6F50B2E1B5096C6A6F97FE29C8216E;9FF5A0FB885248B6C9260BE49AE6D9A491D56B0B9AB67295B86441C468DFC134;101
250;EE75C43801D307C93DEC081BEDEE222BE53780546C465BA1C0F78CF16F27492F;D6035F0A8C991CD82249FA9C25F085EC6A4550601AE8E6022C12C573C939C2CD;0729B917745D0C481539A337FE6A0EF7BB3C88268F1125C223A4CC76D530F491;100
251;7DD563A6700C69BEFB2DEA1635CDD021F84E21D9CC38A88E7182ADD94E1E6E84;3AC5324A41D90B76ADDA1BC66C3A97EEC25DBA23AAFABE84D3E38202F4120AF3;8C208801999AC4212ECF3CB0100216DE30F8952B73D6E0B61482571663BCC099;102
252;B37D53109CC71067C883B757F3CA9A788E7957615B4D03167F79472FC5DF1E75;F539EF9C9A2DD6229C022D4FED5A23C141901AE92C1D80F732A03EB1A7C6CBCD;A64BBCCCA1B7CA0B260FAFB40F27D48E7AE2926404D58A1A7828E098AD137205;102
253;1DD449118B8F2D50D7EA2DF499A188085770AEBFCEDCFF81102514ACBEA0911F;836B8B313514B87E4175FBA18974CC90A1D4F2C57C09CEDDA87DD2600AFD0B84;D8678360571689D58957E06653CA3DE386F21F3B848B3B9E2B24C6ECF6BBCCB2;101
254;707657D50604FBEC1667C4513590D9962CF949E25E56561C7EB41B2239FD7BFF;F8FBBB9AC470EE93EC85926FF3AE8EE6C72F57B6CE536979BE9E6213F86A50C9;58572CF328E8F263D899C147EB1D1663A64BEDD92EF8D2D26E2309D8792CDF34;102
255;22E59FE413993D91C4DE5198C99C242E8E9748B6CB224395C95BF5ABD7EB1B87;3A3D01B87DB3352CC81861ECCD1EFBA947DA84D3B27AE384BEABF6465B17F998;E023FAEEB1BD82EA3F2CF96B947A087C7C1D19A842476DE31EC82D7027B8D7F1;101
256;B4D172B97FF1D65F01BC06F5888846E2AFC587B00B0240791AA8569EB14D256A;51F82298BDE86BC9967FBB17572204912683C33CC6B2C176CDBED322D6A339D1;B0A64BF8A6DA3D3EA8E52C4283CAC30B6C398F1A0C46B42B66B9AD96B9526FB6;101
257;92197D445C3EE2B62AE0C0FBC77C19F486BA8F8AA8CEA2606EB5F6B98022240D;DB17DF16F9895F4B8DBC46ADCD4A444FC66C25CAAE8B18878117189847305538;AAAAF2905C215F0201BBA440828F10436D26F57EA0331D4259B9CECF1FC74FBC;101
258;16E50358639A85816B255FC721638CC6B536C3E7A23FCDF67CDE8193D1A2BEF4;32246461651543E73BE5CC6ACF1A551BED4AAC5230026F2CDEA693C2CC1C3E9B;9452B26AB190A8C041399638153D10A64EB07BB6473F5ABAE1A3A0DCAA06D004;101
259;2051B262158012B2C3F559DAFFA485A0984B721DB76864E7DD977C8D057384A2;0E9E8624AE14C5DFEA0F910F658B67A60F45FB7B16834D5ACC5B00890C6E6480;5AF51B8428B6BA44F3E9EF8EFA40417B411D5E036B90CB66806E325102126F74;101
260;6B3C654EAD26E33A3084A1852741FA31AF95F3A91266CBCDFE81F5C64AC4FE43;779B2090C9C3E1223FEE09AA346C686B8CA0BD23D1C2E58A1B150160CBF17B99;F5FD1CC4C00947D9BF289C1D10E31C4EEB8A7AEB81DEF2281FCF2C86139980AC;103
261;DC8DA3CE58A18A9602149875FE684CD599AD672AB3B1931532E9F51A604B2F03;FA59A03402CDF6A170E51F4463258793E28DE1D62A0808BB8E65823898D043F5;1DF44F9BCAF015D22AF2F030B3634DF5947F84CA18454C6EF9A6F987D16DEA2D;102
262;45FF01867C15463AB6DA6975B6EFA612B0C4AF98B8B773B2C685C81D00A803BA;E23910D03185A7106C0107B67ECD0DD53618FBFEE595AD403EC95636CEFFCAC4;99FCE52454C1A0536794EBA73196A305CA227B9BBE2F9BEC446A48679F8D90D9;101
263;8C303F94F0AFB2F697457D78195E2FC377894A0D569AC6976B41A470C5CE1DFE;51AB40EC63DEA7D6D0D67EAA9EB2F56535EC5C0B85E8B3B06ADF6DCE4605166D;4803247E037E59D885CA4A45A871555E96F943C99D193002392111F4E2452A84;101
264;F1BFB8F8192811626EB7FD0E973ECDF7A5FAF1FD9291346D7E2EFC970663BF9A;1B768B37D2C9A523BC4FC6F9E2E7929B60CBB88149A5124F73DF0307AC1752DA;B69B613D443FAFF73379D6E37262B13D1AA3E465797637C170A7CDF49EF48CA9;102
265;A4A00F260C608F81A605F0F99595EF32A7C37F5EDC0A0015C25EF414CF5AEBA0;E2763BCA78E52699A03BDDC349457A46845275425B0350F301EBCA083B55B272;E13CF796418E2B8399ECDD52F3B637C0C7D8977A0E2FCF78E576811FDE8D2575;100
266;D9765C0CB8D75BCA62D97C575850C66C1BEFFAF91E929DDE8A7A7BF6D3F0BD45;4B668A96F34F57F4BD46C839A82594BCF063BF573683DE280EE73ED832D7F2FB;05B15244209BC26AA3A2AEB4F99D25E5B0D86F8565E4BDDC92EDCC4626C180C2;99
267;60B3BBB4CB159859C8D67FFC87EE42BEE9D83D9CD2E07A2620B64F77FACB566B;BD2456F72BDCAA50EE76C8FC324C0E7B3978F0D21CE8F9ED4225BBDAC65E7B33;945B6A8547C6D0C65AA591F671F9AF099F8C177469B66B966FA7F16C10C5DC50;101
268;7403FFD831CD7C0B90D3E80C357DBE07C81F4F6174C79A24EED68AED6EF86396;F0A425D0ACF3B62C472836A930C9E4FA4820E7D83ACEB429B521818D9BE71698;AA9C896291825276990D24839DFF7308A42212E2EF7BA6A95E37C40B388A7CBC;102
269;9A4AC6DDB5DAD1ACC55C5C621DED3D488B36D4948338704BE0CF1FF6FCEFB252;59A4B9CB79820D9C52C240C9C36328A4A6E06C144FBBDC1F2D97C7A63D8A3D2A;A722503E4FB900542DC6DBA87661497C0A30C104E2A01E863A62148436969E00;102
270;802B1CAD2192544F22590241FD2C717A45080FE7F0CA395584605FF4C3475860;6F23E83AE6F38EFA5B8A9C697D5FE44937505B048C038853A93A5F0C64C8D70D;9045C1D178F00AE9A8B8AD6B68B072ADF49EBBD2442C549DA994B58D32B4DCCA;101
271;D5357EE17EDB20CAF5F87C2E8B092F2408246AE1F3F319A83C5A4DA37784465B;0F3BBDDD3793A8FBD42467B0FF04C64465823FE4DA700D202E3CFFBB4215BCF5;46BFE007D2810B7A5406F8A1B83750EDEFEF254288F62061F3E9C165255475EC;103
272;F4456CC96ADAE4DE43D21D1B5FD173CEDC1DF30394FABBB5E2073132C6624FE9;88D1AE4C1344F8F841723919E0483B9D1540923F7CF03BBB58B653A8DCB6455E;36631903340DDE2956ABC8D28D26A8F0EE53D9C25FEA999A8503DDB7F5B8F4D8;101
273;F05081AC1CD6E3905689746F9F43A8221F4E864863D52D3FB00ED88A6E0D73B5;F31B697FD5278106D87A0867401B18F20FC6CD297F39C02C17691DECA7B4FB45;5E9C5BAFF5033D7E0C4FDE358515DA15E726E56D5031A11E447FEAD49BA90102;101
274;3DF5B76EDEC026B08CA28B0ADA5A67F587D3FA3F73E0B39FA45AD8A3F5450258;F4C13337B7B6515A3AEA2BDE53723B76D0FAB2A37CF840BCC7D8040EE86023E3;A645405D50186DC1AFFA4014F62B4C923C9AF48997ED41C7A94AE9646268F86D;100
275;E91DA5AC30B81AF0549A72EB918661854EC45ADD4B767FD94EC9AC02FC54D1C0;88F2E30362381EF93FE4170CFC9E4D27CF14FCEE857E726D6217E10AF81F3CE8;072DD757AE3FC22184402A51078591E74ADD34B26161D786180DB5D73443500E;100
276;2D0FFF322C1BC2E6E19779302B0072C8013D03042DFFCC97A4724B473C3EA6D8;554E735E595BFCA3B2BCAE02741FEF320DDBF69F4644EEAE4E4A50B3B312D1CE;C01F66D136C0CA5787D87E0B86527BBFE14C95FCAF9D762F561AF980D0881086;102
277;3F832BF0EA185D36D1F098EC2C5DE580B6C7190574E1D0B39CC3D1C7D04FF5E4;382E25E18DA74693B30E9A2C5072F77F6C4D6006779EBC7A0590658C54E088C9;9F598FF107A264C20A17557A501EA85780ACA73436E45A2D669093DF3608FEAC;103
278;696CE3AA53C6DFCFD25367106D36B564641D8F606BD9A22CDEDF04BC82A03EC7;B49072A8DA20817326EF1F7ECE9A540102DF95D9D1E26EF0A8D1101AE31BBA73;88E7E65782A8A45B8EC016D902BFB07DE9F906F0C8A213C67DE69B9AA09CDCFD;102
279;8FEFDD1A2E1130D44BFD2F4E7293812B527A76F49B54BCC4F8A1BE548F33F4DA;67A119AD9975F0542F6D382256B5E95871BF228F4722A3B7C0EBA3B574D6D95C;8E2776A150C94B18C035E9EDFA027440BA15387760ECC94C17712B5CD120B7B8;102
280;3E0B769591F4C270CA10A0F80F1C0A1464FE62200F317D37EB3F5FB655C12AC1;CD1BC6540B04A4CC9E0F3B20E032C7419835526E1E876014B5E7FB7DA2011F26;2F56691B6ED53443FF03D91891427A053116028CEB2FB66DB5FD053A1AF7B412;101
281;8DC9D6D6917E3A19B220BB0574FCC28BE77861803C2D9B44766A7AE38E98B9F3;69AAF677C34119456E9908651CF0CD433E6A017D0705A6AD7D9BF73FC801A755;5C44AB1124F2A7F8FEF090108735E16313878F4EE166BE37628BA8A593A9417F;103
282;49689ED1E489627162FA8AB6F4850A40FB863078464DF974BAE0D032DC8AF2C3;ACFB15BE5816EA141A3980F7DFCC851AEE701628A2541954BCDD2AA344350234;02EF35FDDF2A19C5A00B66044FA9EDFF3A5595824CE6EADD95BF4C57B493ACC0;99
283;FF081A410F78EE1019D4EF455845BE8BB90D533330C3CF66B2C8638588281B71;310F787372CA92C6F4FA5F5DEE37F256805699B1BD95B02EB94A413BC7A2CBCA;74D1F020717BD474FDAD311C98AA0509C0404C7777538C33AF65B455DBC9A995;100
284;575584C6CC975ADDCB63ABFF65F90FBE986D6528EE5277B090F5705ACC7BCDEF;9636578398BAC7BC372AA236D8B9FAFEB05D9C20B9B8F86E386CD4317435CFDA;1DE1ADA7573DE0E665267F2C2AAF2B0B33D573CB262DD35827B5FD4BF66F7B25;101
285;E0A37046B82DAD97BD2CD5862029D5C89395BFAF5525B26819F3C3EFF9128158;EF83E7189302E32E43C22E84ED1604A3FF705D3462586563DDBDAF5501147B25;2FC9A7903EF956E8B91DFB6DC2F7BD4DA0DE88ED649FBD97EE3744953ADD3E4E;101
286;4DD3E241F45FB1CD74CA994D8CB5790FE70177627F7F19EB6867FA0D1707DE13;49C300E65AF0A5D207E575F4ADA2A8B1445B7122FF9A350DBB29580F0F19EEA1;FDDD14D034E6613032105B52B5D31FC0B65714B473F350F09DBFF35364D65050;101
287;D800A7783D849509AE74E01CF6AF416C7C118951BEBEF5815E07497C10913A21;BEB99F200E1227595E7AE27050DD9812A06E05726845BF3151AA872EF4E294A9;C5EECE346BEB31BD9E7435791E39A711FB8041F9F78E7520276B3840D6270A01;100
288;7A34860440C4171750BD83AAB98B45B636EA570E9633F45F773138004EED1645;D994A21A2291B3C7FE17A8D943E59E95C195605C22E8F1EE938429D58DE5362F;CB494979ACCE355CD7389A6F4F4423CC9471A24D427EFF5390D1231082DD5C3A;101
289;A5F209602A8E19C234428D47298FAED5BBEA2D13488B326FB096BE7F8AC6072A;FB28696CD1D27129808BAB990100622680D7A0D3041E4CEE637E2D10B953B431;B9655044268AB68854D8EC1BA45507383207C4E7E172EAE92F3B05674ECA09DC;102
290;5F1F8D566D88BA1C6577A36ED400FAE92D1DCCE1BB8C7AA11CF633DF9BABD138;FCBFB7F5516A1985D5652852DB27580560A68738B1BC9EDE7F3A16C736E3A9E7;C86F15444CAEE797FD749DC9DC7A3331F98DE193E8EBEDBDA43434EF0F3B86C7;102
291;2D6D53738C033EF6E7CF97F90EDC112A4D3F3AF187D2957C13E776D705694823;C179A6A8EC2EC6578EBCDE8E45B8770FADE02E9C81FB9147BC9B8C6793A3B953;AB3FCB17DC572FE303A358B3FCF7AF3018A297090A5F0E5ACB66027B9DA676FF;102
292;D34A9E87A7D84912E72E223BB59A7C413B065153CF8EE96E50E72DA60D674079;2FC321984557D9F9D0357B75812FDEC8AB5F1EB340AEAA62418308405172BBA3;2FFAFBD50EFAB27AE7670ADF220FF0CE01ACEE97313887F9D086065BACA78FBF;102
293;955BFECE7A483592DDE94D4FE080375BC47E66BC7C15D309168E607F093B6B7E;38AE5CB32395514359DC7A80171B3B1B094212D09460852C7C029E50AA757995;D749CCFA89C8DC5E7AE57EF9F1791BF8FDEA0B1E99DA5DC5194096A1B6D38D47;102
294;904288014F70F49EE4E3DE6F4C3BD36048DFE84CAB77AB852648F57AFE0567A7;7343C5E86689836A121B380D73C0F5B092DA4D93C31AAD45DBAF19786BE70C53;8642C036E6EDF17D9FBFDE4E5C68A7C0C5453000307BA8CA50022CD4AF898589;102
295;21BCD16E1FBD70435ED2D1F96FF9FB9AC8875F17D91278AC26FD3242421A05D4;6C707842D6720848A8D82B2A878AEB7C455252AE87E28A3814487A01AA471456;19DA0E8BD6F785D7B5B0DB9EFA3B2669623A6D0D39688EEBD1614D8EEC47118E;102
296;A9386AF08224661BA38EFB24F963F24A4FE83431DF5F0C3C05304467D29B4EED;C4C6F82FEC206C2DBA7F530204AD64B790581F3E01DCDD40CEDC1E706FB494AF;B210559CB95495F4635068CF59BBF2693995B08420D725DB2BDF545526E0A74F;102
297;9FDAE15E88EAFCD2C913A54A767F16A2F813EDE5C70359BAB21E92C45D5E4653;E58841388B5E94FDA36B50664856DF9978226BC509EC50943C3E4F3B26B678AB;2E8BF7F8D8FEF34CBDF1813BCF1E8FF82EB7B40472797FDF26EF1EF544A2D928;101
298;314207A57B89FB21C1F85193B697310C1B77696CC0C2C55204710C3C40DCE3ED;87DBA935F1E7627A54299E0C12B20A207A1CBCB8524AF819920DDA775154C2A7;59C4F5DBEF2B3BF7406396D2307FC18071D635529EE0328A211F1734574F4A7F;101
299;AAC355267EC5E323E736D60D8EF9B9AF058B627B0BE542B01B2B6EB11D7D0798;1FA917667820171AB1E3E5CDD090E6E124CB6A219DEE49FBD48E14F3149CC615;107A8493C3DDBD9E3E7BED1349BA0C17E88F8003E4F7D66C8A467766DDFCD8F0;100
300;681A9732EC09B8EAE292E21A3E4A83155F2A5335956C0C0E615A4B25089621D6;8A28946AA02A4D8CAB9C4DF5F1A7EAD0BC530C1C7F6ABBC9CA76D796532437A2;82BE5758EAF987A6B0A5CBB106468868ECDF2B7A075349B1CA99593A73112979;101
301;10A78A2177E0C823A9DC3277195C01C735C446A0604AD4A36B9659586A3F5C5B;D2531DB4C77586652E7E5FA332F89D1CAF202D8BDA815926243361F68DAE7F67;BEA6E08FAB1D7081A6B8864A8E3D90502595E0BED6C8D00C2AB9B11C2A133332;101
302;BD4C774EF0CB806120A2379448782EC277B3424BED4A6ADC40AB7335313A3012;1BE3AFCF0D03D5D319C0708278DFCF4C2D2239E15EC1AC0CAA2C4C8430F80591;77919D53ED0EA9CDAD797BA55AF64F07C315C9C4D7549D7086FF1C0D7C554A6C;100
303;9C1C9AB7FE1F348AD3EAFDCC3CEE0DCC036F28188DAE7B69120383F424818B9E;79B292B5AEE7AF3BDE9599BF603747A54539119DF09C0C599497128D7C7F071E;963C5F36941ED5E2C8ABD09E54F03EAF4CD66818EBAE31239C7B074A166D1918;102
304;CB2A2615E14891FE6E6BBFB4CAB331CC24EB3245B554A83B8077D2D8273DAE63;CB64FC55813B00C569EAE0D22C283508B1B3F788AC1EE8BE6772D1BB05D58CB5;72D29205219DFC2C4102478E89CAB89A759912BB50252D63586CFA7203F7BD87;100
305;75FF629EA5612B23F45AE59A37A2C988D4B4CB5BC01BAB404D3600EA5529BEC4;31D8407D47146E4B0E2BB467F00CED693919A3D9DC8BBA4CF76908FA0426D572;7D6EA2ED8445CBA7FC9F484D9D24FAF0A9C2C3715B4E3F7BB5074145E1AFEF29;102
306;F766BDCF01B86F840A20F2E5D7C6AFEFB97B43A35D907EE3483824BE9B671C7D;CBB42AFD1ED3C1238EE33DA4E440F720B1FC3319F7BFB2454C7B0F9AE9A0B0B8;61B4F2DE83E5AC705A99740A0C93F189B9990AB4C0E078345A152F0274A90DAC;101
307;798A1E83239A3B8B47EB5974F64A295F4FDC0824581381CFCB377AC9C6951E39;CB8E1D9D9ACF3D67738FDB6CAE4ED51DE077DC05E0A94486BF0DE382A2CF66D7;D798772AFEAE5A1ADE20C2099809783BF90A59B9554D4C2B7EF20EA027C12342;101
308;5E3E8BBE235FA81658D2EA5BB376A6DE217AA4A8F5AAF02E967FE33ADCFA085B;0192BDE9EB5822DDC414C006B0C151665E4693BD367EAC56CB68F48384965D34;68E853B98D8B5C04A5FE7E51CCCFA633E5C3EBF4C94568311A337B62DC058345;101
309;2FF96A98BE5BA1023013602AC63BC9C17F71B9A47C3C7B7A670272AFCB6CB1EE;8FAEAC35F84C19FC1B3727EC8E4D968F74F147F79B4BF858FF88E292629C4D31;05207584E6EC7846ABE119403006A94EBA487A1DB790A13D43DDB5159B600A49;99
310;58A5A59DF65F6E184C6E9035F975891702F717EADE9D4F1AD605DF340926F352;FF213610DF2148EE79520C4892DCCBE27E3648CF6D448239D9931F01A90354D3;4D7172712EB8C5D160E70053CCD0E9AF9A613940BE13BB8BCAB8FD28E46D4D4E;101
311;2A056BB15EA32DFB55105DE8B0654C2D3EC2EBEBD027C5C2DF389820173F4C83;F1E89C0FBB1A9D7C2C75E44A870E7CBB71CDCAFD7A1D05233CD9E6B2FA2A423C;0991209335530C9C938B711C897F4D93E4C81BA74BF71489BDFCFDDE71F1F590;100
312;989B389879A2E197AA53F31E4550288694364D7BC57AB77DE796392B19E12472;BC170C52BA2029F4BE3C3AAC0EF259C2736CED52E6168FEC4528B93B762578A3;89E9E54DF44823352E70C53108DE3BCC7AFFFABB4B020E8B694F62C352DA534E;101
313;B916F22682431808AAF726B1A0ECAAB6E961681BD0CF37A9792DDE7ACFDE9CF9;88A99E7AA61BAB962E965EE34231AC242A8AD44C5EC29A9B2A62E6DC57EE345A;9C657219CB7CA005E11F7A9129EEB0F2714447400668724980F4ACB300F2BD9C;102
314;404E78068119097A7D95C769EA340A6A69446ABFB2C95A380BC131CEED0161D8;B3163F939FC97D95EFF357DB2F3E5501785CD9DABC10333E8FFA56190C1C354D;3255AF72CCF2F29D629FCD1C75B3517881E2EF2DAF64B6499D75FBB8D0521A52;102
315;041212D07AF7CE4CD5D6DB179F1B69076A94904909D7A32C607ADD74C5663881;CFF05910270C7859382672F4A9072DC339FC5BF7706272C30543D3AA8A2FA37F;7B6B460202A6AD79E646873CA54781E3D1B217BC274954A6F9CC21A12827B006;101
316;6AC4189A2BACE8DD3FA7302B693951DF0C18AF7E673A55092CE61998212D0616;DD887CB33B72017F11DF014F3643FD14742AB1EEA91DD3E6BF3AE77D9E072387;E036FC194FA6EA2B3F3D7683251F0EFD658CD29F5EC90D05F4BE0E686710AF18;102
317;2B97C1458BCA182554085105C0E9893D9052033719333FB988DB185D08AF438A;230C6685198EE8E3E08186B526532CE9A1B507F122D70DF5D7903207AE0F877B;4029E97C3E61809E803B26D6FF9C4A80C299A514FDDAC345678848624CEECE51;101
318;5BD0E748615E0F677560D9D3A1F93C08A2A3DA76F30F88E83E286AE248234ADD;429667DD8ABDC74C929F99F2D6F4A34F4A317772A46221306B4857EB0C2C519B;4ED1402291E5FEEC5AA2F8ADDE83A670D6B52D01D15AF1E4ADD741C7F7B31494;101
319;E881BD6A874D06A9D9D387DE6671B5F49F049542F545FF23A3D79C03220D5D10;09B071A624EC711E5F2E53F55FDC815D21EF6EE8D05D240368553729864205D5;7187A84074A9B91897C14C1BE6658B823AAB4D60BCAD51E1BCB6A87A4C69D5A8;102
320;2C88CC75C9CCD3A1757BC8B79F9045F36A3AB02A8FF55D309B2C40937341AD1B;2D0E13B959CFDC7922963004EA54310BED679E16CB8A373B569056EC39A6F7A8;655A9AA87E0508B9BC549A3711D61355F49071693E73136278FEE9CE83FDBAA3;102
321;91E83DCF9626BC682DE6095415921154F45D94A1B6029C6FBF7B70D335814F59;D2BD53FD35A2EA144A17DA473F07784F5C8E489A45D6C414312B079FE08EA98A;E7F67E431CB1C9D78E92444B41C32FF5C1DEEC32A43226A957BD3C6ECEA0444D;101
322;56666B4B29D11E7477D6B05A346CC6FC609368B4BCB4E2A29FE42BD30C3BE49E;A1998B4D5A9573374A4CCC6B3B4227051C0256A114121569FAE3BF555895C0A1;E95FE782D9ED9C3579129E9013BE798AFC446B22873377F7A684939A552310D3;101
323;466AC399D60A54336C3F4A9F37622A70CB700228D1068EEA4E4AF3D9FEB57D9C;F94572A650AEAF3C8DFF37C9033E304B39330A20B4AA382FA99066E4B8419EFD;166DD1E43966C8E97B996678E81374E45A20EFEB41859D6B5ABC82E16EB78933;101
324;898EB8041FB7076F8146E0B5DA3D50DE8147BFD310471696D3EDDF99450FF52B;AB69D9F4F322A91E4AD412373CF55B5317BF1FC229F9F9488DA0E5D7E8145D7C;5BA6586D761F4B670DC266FAC7B027FF7A3686566FD22DD9114EBA6A8F58E965;102
325;8FFD858BE179877AD12D464C077A9A75F099BBC1FE21977167ACBC26A69CA922;59E72C712316FC0506106447ED1D716745751A93F764C09B2AE42FBA09347FBE;660BED9E520CE13ACB403DBB184900C65F070DD114BF1F955CADB31AECA85B86;101
326;A01BF941E6B1A1F42C0709BAE7B1B16ED3C365B531F7E9A7B02F9C041EF7905F;10439AAF7379020B9EDBB8FA5AF3AAF7E6D7B1A81C09EA71B15BA85B25C2C4BF;360AD7A574CD2BE6CAEFACB5CEB856259B4D76218F3912D347FC20521F00C5FE;102
327;4AB154321532C6FCB615AC4F4DB28828481DCB50BFD75B98F455299B3500D596;3E98D54BADFD881E031C8F9054BD925F5EAF7F6DE040CD32CD6B1FD271374800;8BE3A7C8CCF78E7C714CFFDC524712AED32A7A0FEBAA32BC07C9BE6267E72BFB;101
328;EDB423ADEA52DE42EDB35A1E5816C204415F85CDD35F10CC1A4104AE4DEBC6E6;5FD9D7CAC8198CDDDC5D8529E5144E2F2C0EBB9114998FDEE4134B44B629DBCB;98799D7A73D5FE902DDC0FADE66C8A316917DC8AEA3740E9969B074CA806CDB0;102
329;D3F48E312750B082A663C9A690A9D0957718F0CF5CC66304C74C59E6A6B35DF7;DC87A0D8168BE0C7C025AB19D34B7701B299A6D7A0116B445F2D603F487C7A11;FE343FE0C76B7CFCDFD2E56F671D5ED2C655DB355ED1ED6B6B9C649955EEB85C;102
330;116BA810E9A9A2945102F9B958FF8136230DD86C21706414624E0A9481E590B3;AA019A2263EF9051C6EFF6D077180B2F605873AAF7D9CF78451B4FA8E8F9FBC5;F751816DE35EDC3B36AAB361EC5DFE0C989C66548EF7860772EDF07B9B5ACFB2;102
331;C69DB6B0A0C659CDFD8448C7CA438B18FA4823FFC4E39BC2F478C3E0935C6FCB;BFCECB69C7BB28C1DA26352B61F082C84741B3796A52EBCCEDF05816EFA35626;A3DF321CD3EA205FCBB39C08D5B462E2C91AA16D8D4C49B07AA71EE58E8F8E67;101
332;5EB712C99A21ED3F0FD6ED5F2FD61F0A4CBA37E9EC7D01CAD8BB0CB535AC62D4;CD7F71241AF841A902989EB8E1E96B75E2B19990BE683B9533B163F2B2EE36FE;1C7440531BE49C115D24C09AA541E817F71A4E850691E884A55DA78931252C35;101
333;76D9626BF0490A60433D0336E85AC5BB7F59FB4F700AD7A5BEBA2A3733391AA2;98F23B12BEF2E06C4228C27AF3EBB8C4FB36DDF747C22E61E85603FD5314A22D;ECF99EDE528717259DA4103A6398D289952BD56227DBBE3B4AC6E69D32471F76;102
334;232AB424F3F41B64AC7F5F530F186F210AD74205473400830F3241980C7B21DB;536AE74AE39D03D87DB4788D4EEDE8119D0F9EAAE855A6BF22360ABBCF12021A;C0F95CB70B5F077293CDB3767DCC26FF2264CE3C3AA04C636618AF34B91BBB00;101
335;93883E53168BC963B1735A9990FC5AF80E650BE1288EF87FACF255705BBF41FB;75C6434FC5913A0B58A696EEA1B1E114F3A3961F7431C902F71D9CD3FBA937AD;03413F4CA9F9F10DB807CF80D977D929CA5580226EDEF8E9AF41401A29D12F9D;100
336;5B2E3A1715EE89BA43F74613F86A5F877EE0686EA2FCF60837E6647EB0491A06;773B12F4A974FEFD92A0B5CED75703FF11F2CA20E0991CF20F18D70276780E28;49AD2D0447DCF4EE7D129C3945633E2017D9ECEBA5C3AC463545D79F99C466C9;101
337;01D2D1544E75F1EF2C1EB618FE6A834A6329E6FB07A65BF1998D1DA5D159A9E3;5EBB52132768FE6B301A7DB0473474B773717136077D025B0BE6754320A39B82;987F81D1686A01FC775A6AB2A11A9C3E0B74140DB3AFAC0ECFEE1F843459840A;101
338;EF8743A3BDA686AAE464271EAA1640FAAC36885EA5DEF3EA82F35FC4B9C96582;1E6DE8370F64BBECC8948AECB140224AC986B97EA6FC53DA6570731428EA61EE;F32E461B29285C35F799AE1E7F8381C63B6F3C53F598F1A7C87FC6343C8F963C;101
339;CCA039EA14CD867B2F579137759A9EB54FD096536B15F83AFEB3160E94880CB9;1902FED624A116F33BCB1EA487C3A33C16F68D0430F0195F3A3E4372904E5665;0B45AC4089B3A11AE996C6B605C13428F5DD698F9A4BD7F2ECBAE65D8C46EE10;100
340;27CC1B95BC182A7ED9FF0CAA239DAC02C1BCEF9241272F11ED2A50D18CD9887B;0B568AF5E03B5C33174D6F192AA4211095963C5C2525E419A1F217D679553F93;ECE7D94FAA9BBEF3E6DF10111DD8F8DA1729E0BB6FAC9A74BFDA58F2006BEFC3;102
341;8FDE13F118F0DB175F8F7AF9A5FBF078E3B1D483F5A4CFB1CB317F66E93C3FC2;141E357ABBA96B6E10C934FE212EE9ACAD738C1DD11B942A1A457D91CDB29A3E;7C6CF0F6F61F01CD102C0B5CEEA683ED4D53233B4032E9BC7690CE5F70177195;101
342;2CD643E7B63B426FEF49B64175C351C2C547412173AE5B9CA3083F50A6ADA331;ABE4A002AE32BAD780946FF8D577FC1F6A84F8B3DF3CBA6D0A79B98F6A25162A;D0ACC6BFAE6FE44FA9CF3FE2BACEE9728F9B62AA1C05E0CD0C1B32E2ABB1412A;101
343;6B8376967DFB09BE6427D1E749F2E491AC42014A6BE94B774CFEBDCD6AF7B47D;BC3920EB1C63864C6226458E1E038854D128E1C9F7EED3B28840F397B28CDF51;C0CF4FDBE16FF69A57E3D0E2B8B5EE640107F76818DB087ABD85F4B67DB61D00;101
344;4FCC5EBE255C9362CBF3063B1F23BB1C05F405EDBEBE7579C96C916E3D9300D1;F2FD9404D1EE719C52BFF94FDD69FBD21C1FB6E7C66D7B040E0E820C0F455111;151A86E50B4CDC10E2B7FDB67104F67485234E9184F7DBF0E5C3A904B3F06CAD;101
345;7B4DD1D70A86EA37FC5F1136D85B6F0E20F0BBD5DA49448D95C84C2653144E57;DD38C5B9817B7FDD572480DEB7F5C56F1624D878DD97ABA0F1F5599A0BABB6B7;96D65B331C0B46C5ED0C6713695D031316A48129C35613B3E2A878D6516ADB99;102
