id;x;y;private;t
20;7BBEDAAAA38F46CB6942726AACB1D0E664DC015F06735B6DE05154A4543DD28A;64A71C82161143DBF298FCA47534A8A1530C01D6027B73C903CBBDADB3C9DD40;F766AD4D96D0323CCDB5B1BA5AA55E174C3E9563BB2689BC7AAC1F42E9A7C786;112
21;A400EEDBEC851E42780482E537407D06E430018667A1B36AA3F1801CCF4F6055;B80FC2BA9CD7F26D67334B77E0493950199F6A622155DF0C5E9E92F62D73CE22;2AFF7208E1E89266D7339695DA3D0DCF0B8C682367D996222446A14A93C3807A;102
22;54471017C2DB4226E4F4160D1BCF4273197EFFD237B0BAE4B715B874F17310C3;B7717F6CE5AC024ECB6F0864E65F573867847E7A6961D8C6BF0BE61851D08924;3ACE17011F456D753171291024C3BBC6745CB30A761706AF152BF980FE4C101F;102
23;A4DE7FDD7F18E9CC495869E72E57078EA61AAF328FF0FC29C1E2D834D3E08B60;24025F2B177140E2CD669EB0B20AD99CB90AAEEF1B5A275D0805BD033391E4FA;394043390E95C227FD64BB355A46A785CA5C385B543B668938FD62A2208F2DE5;115
24;848638BF55D03BEFBA7B3DDCA37B513EE3616FD9CA3D46D81DCAF03D044089D4;810950D7CC0927E09D9BD6D8FBFDF63C9CF1A4E74C49CE5FCF2B10E89763D095;B86B0C421C943DC09B3DEF698E044F53342660BF8B7336E9A67AF4B1B6002A7C;102
25;BBEB8F5CC6946F436C28C2FD3D00D08C9C3E2DA4AE55D1078254E34B2809D0C6;AFE6B2AF3FAF5F78DF75145EF319783B3207C60A6159BB4DAFB252C7D32FEC1A;532F29340210C3A21DD37D4717D113CD9B6A8F7A06E0EA38068DB7ADF759C1AA;116
26;6C151E5E3071953F887027E0A118FDEE2563C0BA8FA8D221F9D36C07701E5F2D;1E3784DDECED241AEE217D717A4AFA98855D0C8703D891A416EF9DC5DB8C5338;3E76D71E4EEA95D875FAC17A9E8619F036EDC2CF9A8E1F97FFCE6B510B5FB58A;101
27;EFF939B5AE17CEAF73134BBCDE0BF0DD02F4865DB3760712AC4216F3F707DB09;2333D6D0192A18F2078FC3C071E43BCA1F07AB5CA2A2909ABAAFC2F9AB75A0ED;4BC175AAD473671DF4F3065E5CA2B434167EEC8A2A6DBE97CA76C498E007FF32;111
28;3EC5DB772E1AECF79FF2CF0F39E19466FB2F924E815BC6FEDB2DAFB8D100C724;1A9EC53F3DACECC59EDFC5DFDB71540401F04CFDA14B6A2B0292AA3B4130228F;DD4C0106D1F1110B25EC85FE5B809D81647BB2F938CC4A12349DE6A4D1DA110B;111
29;335B4B85E6A1B1FB8DA1B22ED0423CD654FCBCDB76F098AD0DBA9E719E00F47D;A6B24192C963359531CF8AD5B42C07EA16AD6304D10E821F18D879FCB105CBA1;AE7491C58037345A8817039F78F3DC5344316F62487D2CBDBA5D126F2AFCC90D;111
30;2FCE5B771AD0397AF19C1C786EADDA32C7D8A1D778323CD9F7D44099D6A3E2D5;C724DED8D3730F6C40D2D1AB34F21408C9CE67C97B6351EDAC44E4AF3A02AEB5;F17D1245A518E35987FE090F2622AC73B3BC46A6590CF51D0DE1002817D5A21D;101
31;38C82E77A7AC10FE0AF4AE933FCB24259BE94A2CC90983E34E9E27E5022F532D;7BF98D95EDF37FE7180202A884CBF3B227BD63F1A9EF7DAC26C3611F03B4AB99;F8265CEE3CB0886FBCF2D81DC0E05C4C3630576BA7F6E50301CCA13E0FE79020;119
32;3669A2B7AF1DD13864BBC89FE74E37C25ADAC2D6CEF9DEE523CBE52668119710;4FECBA372E47FB1D0BC3B73C11D102875C5FD340B2043BF211A4B4E1F37698DE;6787C512B82FB8E9BC4086600447D67DC43A61919BE89B9F66B9E3B0868592A9;102
33;571EB9E4C23C20B6107D354F803D7B7A6E759F7EEA6519040E2F0F586C6A918A;DE4DEEC2A520469C2B583782B0210353B1092F6E6E2FAD79ADF9637DF68B58B5;37D1013494EC3C6421BED659883BEDD0E1A3446496A3F3E2687A0D9F72640D36;113
34;5C10F9EB96928CC1D33E643A221C5BCDA61B67D7499DAD4BEF2633E8016782AE;6C610451F4FA5642C057AFA6F68B81C5D889A7A620D2CB56DBD27ED292057D37;711A7AF17620F0A22DCD0713A49F155AE7A227E372722A290062D2BF3A046881;102
35;6DC7CE9C5EADC311B4C0559294CFDD74A70315C6FF498F288E7B833F597B2C91;0CA35CC203D08861F07CEBA1AA2A84155D316AAF6BF6FAF2FA985B40C01E66D2;34631C317DF5D74D29C1B8378D58A98C36732C961C07F6C81F2EC4728D7D0BC7;116
36;205C9A330C297BBD95761819BF0F8B87170811373A71D0C289424ECC88809E5F;16ABC904DE2BDCBE66FBC587C29DC839598CC90464F497E76709141BAEB936C7;7945203680BC57747AF2F34C44CB9CAA054BCC88D3B4204F82EA8437845B9FB7;103
37;B939E71FD29D0B4BB75DCA5F16D28D3EF42C2D3A605F1388110F192E3893283B;68D99FE3776EE999050D4AB11AE5D8971972EA308D56FE27456C60748C01203D;588C093586AB247D08A74129AA8440755EEB3D0F900866CA651181C0721769D9;111
38;14608FEA0762FDF974BB6A754B84EF72819ACD82D97D2C25110348F0721B063B;C88FF0E24C0BEA6A1B6CFB8A489F47C20F33DBE9BCD7A81654D317331A6BC0F4;90E2DAB6690467C509E67FCD6CD6709D9B19B201C345E1F0F81CFEB3D0CA0C2F;101
39;E0E094A3DB3594330DB4A18EF68D9F8DF13B4A249BC018A5CCD94771D4F35244;503EB23EA6571EF473CEB7FE574877DE79C78139FE1229AA256EE18ACAB55014;72B887B193159F079BCD06C3FACE4D938B6CDA6327F600865DA0EAD75107C6F3;115
40;0D80473ED8F9B31258C402156C6540DB7A4A4D5808312EDE098275D7E470AEFE;A69BFD0A8B24671EC805120467411549A131ECC742D54B23C85174ED0CCE4548;B50335A0290100F37D552B0300996B7DDA46860D4DF46E7A035671873432A44B;101
41;DB36D474CCB9A80E96CA87315063E36ACB244B5445CF6F99BEE919DBC657C178;D8909C4286D0FF21A7BD084AE5F96F4848F246BC8C1705D5FA4B20A70F0375D8;770DE0B81598066B239C84B5EC00CFF34B29275B03780BB51F1836DC59FC3717;115
42;3B55DE51A01F79697C390F828CA43262F3895937E55D78F8DE4079954C0D2254;27FBADBE209533C3CF31913627F7E431307481945986A35A7FB29AA041975AB0;4A1A958AE583AB5A052A56A9B99195101C01588C501B65DC8B18E7D174656220;102
43;9A1C51F8D2A57255DDF39A0798F1A1A691CD234B12491B8C8CF551E946724783;C598799BDC7F79EA991F5BBF593B5CF80CB5F9F82DD611B184BA3B34D6382196;4037A84636AEE9C1B506770ED078DB3DD6ED66686142F4FD8DB1C25B1D02B6C3;115
44;16719CAFCBB0E98C233E1804F4A463057C10AF4BE99FEC67FB73C903F91CF5E2;C2B85DBD4B3BB189E3E408442922AD9BD9FBC5EA0B7EB522C8308A958C204406;54AF93F8C1066F8EBFD83707B6B2C295D04D6A5D0A0DA336C8EFFFDCA14EF215;102
45;1F1A0319CB788EA26CB9A4FC36B0164CCE4D3848709788427E9C83AD2BBA4579;67FDF5E7EE139C8F5E11909D1A387543C0A2125BB8464B8F220D00D41091F803;EBC045084FCA5E53EF85E226FFD7DF6F82B7F20BB2F14F8C6B5B8F31CF9AF391;115
46;294407A62E7FBC0A3F2546F91731C936EE6252C651CCBFF1E0B88892EAE398D3;0EED463E620F7FF7932EE2313724A23718AD28577DA8DDC3C36E5CF2C425D455;BB7C20BC5283845BA2E775DA480C7D635FC79D90120DF8BB9B9A9C59F73A7746;102
47;D8E778F0834D5B1DBB62695D2B8DC2974C0D2F3C8A8784D18CD35F90A2304117;26EFDD36572DDE019FDF0C6C2305DEF73F856B708E39230B2104A713A391655C;638474731A83FD19627BD3D2ACD0CE0F53FAF7D8F3E8A30068EEA8C4E284C511;115
48;6EED0C0DAC516851CAFC00CE0A7050F68DA659FE05FB69F54489067034BAAC04;8D96334CC8A667AC4BE32A9505539356C93D177F338BCA932CB4B40EAC908472;35CF70495D473EF0C329008E3FE5DE5B5BA7CC16C93B03FA37E97E40BB7C0808;103
49;1F61F786D5F1DA4075B5BEE5BD9E64AED08D7F1CC1C00BA10B33D29803337B3D;450A73BDD5F83C7BD1CE71318E9C9F14BF443D4E8CEDEC6666AC387B1E2BCCFF;D42E9036A6EEE1B3A1329E8D834179D86B1162ED2837109E0FAA293D630CA1AE;112
50;517F5CC6D596453F2C9B9BA28083AE8BDBD75494288E70EA5B33EF24BB780FCD;DE951CC01FACAF07AFD08BC183EC4DFD450DB205670B4FD4977123F1CE355D0A;BD2B44ACA050A4690758C29D32CE0CD5EE57759E77E5CCD6D3CB6B19CF25A78D;101
51;B5365B4C3A3399D09AF26DE9DBDD6B235737AF9E829DFD3CDB8BBE335DD5EB1B;4BC8D1E009845783B47E89BAE84217A7B4C0928019B350F14372363949CED941;E3269EDFBDE1451C27A7B1A08E4D25074A587F29EAD5FD91A7E95057BBEA9156;110
52;5D6184B77EFC285412B8CF3723887CACF1F8C2AFB60DD858BE4BB74AFA20C41B;2AF673DDBF84AE50C3A7C29B9F26AD30B2F731FFF8C006814065BD10B683463E;87F6E7638F55C192784708D3AECCA77621B5DB49313BFA54FE73288B7B62FD3B;103
53;DCC2F335B2654CFF1E4F74F7D4E5A644C90BD9571E6A84A1E59143C1A2169338;646902D56FFB677492880E9CABE98A1C29A4221585D6FAF8CB3C20B2131F6194;2512B2583EA98A70A2257D3065D95B5F4912F75F278D2A46C19296FAC76E3518;114
54;4A2B997DC68A1A303ABF65082594C7A35AB2CDF6F6DB6A97FB1C48513FC21ABD;31CE6B9595D0B417F3B6E69873F37D1007240FD58F910920974BC2A95051B44D;30A81D17E946F913C7A7A61A758ACCFD2898C2A1C7BFA493EEB0B2FE8CFD0B67;101
55;57F46AA58CAC357D2CE700A65B9E47F1AF22AC215C806700ABF303352BB6D56C;56DAE2875AE8C8B6DA9A8DA299474E9CEBE9DE0A2059BF4E8B0A4DAEFD6CDB64;6C71E45EB0D5EC5F4A07BFAA1055C778F5E267ABADDE9A4C67A2EF4611334AD9;112
56;9C9FFE7A3FFF57CBEB9933E2B5EF7BD165286E78260088954BCD9A0140B50B6F;1AE5B505CDEF8EA2E304CC4E14B090BDBFDCB280BF3A5E6F90DF9D8A1CE7ED87;BFDE4C5B68EB9784AC1399470409C10DF29C02211DA412DE661BDD7C9F1050CB;101
57;0AD9F7F3ED23DB61D7988DC1FD25C56E407A49365FA0D5F44EA6939A114B1D58;C1BCFA08CD36F018F97180DD6EDAFBA80DBA7E8C5C90887DB026CD47F0D2515F;3872D7EDA19B3608DD92C7ADD46A90A5C44B0BBCD2262D5B8DA5090194CF5A28;116
58;29944602948D63F4A5F4ACE0BC9EEDCD16DB69F7205D1A15D4FA5538E1D4D9ED;CEDBC60401F4B78D4448D6F82BED5AF2C50031CE401E9C8C6C921B68A1444EF4;99BA661A6F0BC9498DE18BC608C0E3DBD4716E89907FB53285020474597B85C5;102
59;5FED621AA95B0BAB23B70A683A545AA9CF090924ABCA7AEF09FE147E516A224D;EB917648BE96E684C047A16A1BEF717B038F0F69C13F59E664D66B8779C21B44;A4722CD0ADAA7AAC7D8B991AA1C57AE9FA7205B6A025E4FCA1507473E6C025B7;114
60;DA809ABCBEDE3991983969ED1B9318576DB0F509E55D58F7F086790F2EA7543B;A37B8CBD8FBF767D57B7D5180C241AE6403D7EB4A1A408C575B088F53BA6A149;1024628091AB9727BBA72DE37361A9353F75C0E7202F4F76ED13F4270F56AD41;100
61;8D3C10C35AC4436C3116131E223660219AD3A5F0DCE02B22B42979E4003657EB;93C6A9BD79DE3B2BFA08995D6AB8CD8E4FFDB7B9629F5444AC11544558843DF4;4ED65D46CD0419A3EFE866E5A480CFA8E580BF99783E14C8FAEF90963B568533;116
62;4E1F8DABECC98D49D0FC0DDD30043E3DB2022FC3D0343642E459B029E41C57A5;00D1AF55232205E611B7622B1C8B57E5032448EF20DAAA35527639C3C2CB49C2;0166BF481FD1379B9BDCB1B824F63AB235DBE5F3AF82E62FE4D3C607FBD8760F;101
63;29C145C1A3B2993FC034A2724F2C37F4C53DE6AC174938DD330F36F843A9D80C;79FB93AE20ECA3A03CA1FBB18734AF360380B3B453482EF2D2B6484157C534A5;DDBD303734D111DCF3DF4C9EE120D73E6B83B59F88380FA0F3A9074D49FC84F8;114
64;7F175FECB1FFB502538CCEF52CD0BA3D9C8AC3EBDD69158C4A9C80927660CA4A;B47EBAFB19D81001895BE4E731DBF413591B9011894F4C8841E26F31CDF92831;54A0352579812B6BC46106C55819A4E5DAC2B2059E4403C2441A8367AD3E8813;102
65;55E560D270530C9C627C751EF9DD17868ECA73A9796E7BB45562FD994275D75A;3FE1F822EFC5304D5AF0EBD43ABEEA2FBC494391A37904C07ED39A9BDBB16BD9;5AB1DE7E97B1ED650B8DF39B819598881173F76157A3173D3CF9095A38B8B694;111
66;C29C886DFE4FF45AF7157240AF3F248A6AF9D8C14FE874847BCD21A218C4AB6C;227601369B1C5F907446C9945F90B855867E7F18CDD99CF7FF4C8E8946B16B6D;D9F4FC32AED05D73844955F4742DB4311A0D725E0E5CBB085EF7590AC851B17F;102
67;B1C01F5CF28F4946AFF5EF2A6396E30257D6F42C53494F8CDE098024D6E0C57C;66F94EFBD590055D8AD273F1C1FD8750B27376C744A25FD259D7233A43D26D26;023D85309DEFA94909F995EA719E7086296E9DF5F9D8BF6977A1D963E4A8011B;115
68;47453FEA8F59700611E5E28584418E2C75F71F056C92800228F4FA0B5633E9EF;F31D69D87615CB87B0936F03002CE3B372196B3CAA8D0263CF2FD12F56C559E4;887C9852A7D4723686C390BBB4794D2BC738E2D55975B1E6AC2AD3D97E69082E;101
69;EF566822BBA0EB7BD77DA4042F3545F32BEBA166810B84D2CF90380951C4F3F1;26BD86E43761B6F3FB6932D7097A7A7BCF5C81CFDC91378B395130246379E77E;B697659056652692EEEE243C1A01547BF778ED2AC87B38DC125CBB3025B0337E;114
70;E42E1EBAFC01F516363C5A0792628A49C338EBE203933810BF7F8E90C08EC80B;ADE88C216B982773929E82F385D8E20324A9782D34247FD64971C5AD8379CB19;B611EACCB743DEA171976DB9EFACB93AAE1D896720079E216818A8EAFEEF199F;101
71;956B6C2A5B42553C024737746E195D27E3E6C7A34811288DAC6E532491F87100;E7A400D0570358ADF42CF694CD2D5C6353FB0B952CDA3683C54C07C1F9877C31;75B5C3FEC5DEC5009C94146277DCB0540067969B0184AEE2592B6346F2BE9EF1;115
72;C999AD811FF2B05CED446A436EFC5B68E5E1D3BB96E57D4AE080CCD5ACDB6ECE;804D0C0D293B70DDEF266C74FED818D3D867FC5EA42553988389BB35A77372FD;DE0F4A0A391FF1F8A95EA0C521DFA0CAE97F024B0984A64CEA12486090E9CD4D;104
73;F34CEF5DCA35A19EBCE642D3B7A907FF7FC6306242443767496163EFF88B4A15;9E51B8EC20D0549D611652486E387BB8D8E1FD08E33CA4146032FED50E0E2E41;783F7095CF15C97647269CEEA240D6A6BA330DC8574A50D14DCBE3838853DDE2;111
74;19A856A6C6A4B27463D088D3A36B35CF8965DA8E990994A9E3AF4EEC1CD20C1D;90C875F31AA6EDA161D662F960E649C2B67CC177CE23B556659AFE1058C7D66D;E42EA721A1C442471AB0D290E2C3A612EB0345B100A2769ED0325282A2676697;102
75;3CC73A3FB3F64CA27CD6BDA815861750F561168932775363FFED2950FAAD876D;BD9389A9C3BE3C2C29C020D26D143B21DD282239BE9D6FFA067BEB4E7270DB8C;3C960ED87AA9D9527B4C5B21C62B067CFF8B9BFED4B7190B0AB8034F7DECC316;115
76;8AC2057EC443D0671D0CACFC73EC7AA182D512EFA5904B6D5FD7C81FB071A4D1;E7CE4203925CFD0656C98905932974BAA074FC561A7CBDFBC354950F1A115A4C;8B66CE163030A5F0B88F8B8EEB802A3D8FC41708782CF530E6AF1D4A4A5687A1;101
77;43729E91A731CDDD3A9D4E920F4ADB88BDB3132C364F60E7AF5E95E647703308;27879A0416FD514A4BC84BC24647AFEC3625550D68521C3BE5C29C7AB1D84A6F;77D3F84353B8733821ABF854B9285F24E376D505E827C1D8A8298F9C6204F049;110
78;EFA52FFF71C711CA6201C0AE13A34C62AA399AF497552890228CB556A3968D54;C1EE6298BCB8D4E45F208733768E6A0EDDF148C2C4E0D90934DFC3744BA9F731;D04996B0799DAEB4C4F29DDD89BE71DA344F5D35B9CB64580C2720CC8E8FD3EF;102
79;1727648556A962B67A3060165CBD045425079EF92F4AF70E3BE10E99861D3C56;894FA48CC1BF97E2DEDF97CD42FB3A11EDC7B546611EB76B72AE3B967EAFCBE5;9EF7ADF6DF2B8476103B23F9BA7524B1A2E3E652C8FFC13E3BFE32BBAB49CD31;119
80;268B2E61A1E2B94DDB16E47B9796FCC5018E33F5FF1670D215AE2A527CF332C5;F8DF2C2FC05ACCA65A120088E071B13D0273473054CB4A41D6ACE745925794E4;FA0C1ABEFBD00ECC58C12DC681C3FF70372D559DFAED251BAA08D533348AB8BC;100
81;C7419E6A68BE2FD9151B4B0C6C41BD0E7D39C4561F3FDC2246F96058828323C6;12917CAB25E79D74673574BFA5DD1691B4909489E99658D089F53A3B738A13AE;616961224B4A0E56D9BD9EC3B2401408C42F3921FBDA633A0357092C70A7D278;114
82;73A43AB472635216C035FEEBE7AD65FB7C7E56650B6261B62EB530BE00E315BB;2B618EA327270AAD9648F7F0DB510695208C1E8D1582A0CC3C6F9B6B71977D5A;333C039FB58B409676E22C85FD12D73E77E4E3E5FF4EC18040DE236819094596;102
83;6512C96CD7E1E11D7C863E072468106C4907767F332F3C1D208E41BA768E67CA;098725759340DF2CECD0772C3338602982D43C27B3F9ECE4F7AD2F20471E69C0;FE64C9516C2F8BA55D83F2AC4B980C76D422FB8980B6B508549AAB2D3A19E3CC;112
84;9CD33E93EAA439E2E2A1501969F9B611E7CF48EFF9643F8C48CD57ECFF18AFB1;12EBBD24B0292FA7B48B969B99042B6607662DF35C8BDB671CC82A8CDFAD92FB;DC061168E52FD24D1724B8F8F01BC165AD767D7A9625F9F7582CF6620961DFC8;101
85;3601DA9534CD9E7CB5DCD33786F8151B8A348E8104E47CB59DCDE5B787C2616C;6FA86DA2D2F7277496F85C0EB78A1D7FFFD30BBEE45C2C561410A4EB1B3144C4;A22BAAFF388C681C0F6D212A30F13EE2E9A69C97707868BD74A6362DC311730F;115
86;ADD0E614FAF74D7809336AC11CDDCAED936D6DB20484FC3882B769EE94159F61;8271682879B44FDEA62EE3519451B3D0A4AC7337D5EF0AE27CA2DAC90E25267B;E3508E167B6F13009382B92DA76B8C5F80838B62A45D03567C9AA64384B4F840;100
87;E4D7043C71004E2FA35E1BFA9DCFC8BEF324F7F3CB434BB6968EE37082C931F6;74FCCDCCE0C1047AC985FCF82730978261166400583E82809859C42D1B671A13;60DEAFC131F9E36DA98E2FBD1D3F3FE65D0825840143CED84C0BAB6653C1736A;119
88;6446646BA9660F636FE9FD4181A8342685BB2017719DD6E6789F53C326BEC2E6;6C5DB45DFF481221515089C95290892213EDAFC0EA932C4A16B2D22057400775;708D7982EA11567A6B1D25E966E9CF65B1AF1E62377975F615792ECEA387A1A2;102
89;80350269770A733199D173E51EB80A4C0D90CCAD7F78E5E998AAA495F7A09D6B;FAD213D4F6839EA4258560EEFBBA125D24EF920AC79859DCC4FAB7D1F49A99B1;37C07492D24B55C9F6B256AA38B567E8AAB1D5E60F9E0DE082DA1883A8833585;114
90;ED254392349B0856981FF980EF0A9E34192E91B37FDFEB0A88E8CBDEF4261389;1DD7F2AE229021919EDCECE880973D1D51099439D0C679A0626450350B1E8F67;A7D848FCFDD120CD593F0EA46619FE6FD2E697E772D47C7F058AFBB28AA94AFC;103
91;CD786B588E17E6445B2B1A2D3B1211036B203173E982BC96BC992B849DC63739;1DB320860A4A0576919E8A8D30817D44A9728D8AA1549F013AD484A226E96C74;9F3B2A2F64C8C6F237C067F2AF608C7E959D4FA7A6BCFC386EEAE3C2B085AE7F;114
92;21259E6232500C7675B03D0408B269340DB0A1973E06D2A0D44F49B2FA9C3BC1;D0BF68B4F5F07CFC90866BB7F19590766AA45C3230F11949D7BF88129C115358;F9303BFEF71FB1A27EF5E2EAA0D2374007593DAA9ACA77CC9EFCE87921D65F65;102
93;3AD99797B98CA8AF12ECC8FD039C88CCB933082644E4C2DD4F154B8BF0EF8688;90E9498C91D8E4EB4A7141EC292AB4D8708B21A1E3E5005EFEC38050728DF885;C1A255FA11FBFFE194B0A37BA6EC166AC16DDBE083FE3BF9C7ADFD7C666E06E4;111
94;E6C3DDCC790375C273D1CAFD70AFF261241940575218217E28CCDFFE2B3F85A5;5AA9FC3A64971D5FEFDAE43AFD396974E4F25BE4FE39503FA2B77C37E5F65AAF;22CC47B872BAE451F21F4ABAB62F8D2B3D95C1003FE8458F9368BBD9B8A372A6;100
95;9F195D876BE6DE790A451AA3785CB916F1997173D3DC90178FF47A167009CB08;99D7C5C31B897B0AE797A18451EFE410ACACC0078144FC21CC1875CCEC11CE68;FD2220D54766A874C0F2C0E2CF2424C3899CD379E9AD30191DBFD0BE50B4F2BE;113
96;ABF647E21D0B8387EF11D468F593D7F2871357333D9E614C894CB192864F0A93;DBC23B9DFD139D9CE808D7EECCBA58E8390D277CF386A74A387CF7F5C9779B9E;E6090509CF7AD28A209C13384153F2B35B8CE1EC9F1872864FCFD94660BA4281;101
97;A59BF4A925D170842F286D1D2CDBCF565B841B527858E6984F594EEC5520618A;73BC67CB5382A90360F8CA1795BA5D264249309A0A1FA7224DF97802EA9DD770;916AEADE224F20BD84CF2884861388117ED7DE8474FCDC9C1843E8993E3D37F1;114
98;C5A4D0933B75CE716EECE862294956AB1F320B6289BCE53A0D20A1865D30A4F9;461078FFC30B81D6B04FC5F006CB5F9644A99B5D26A5D2994A44DED0B5613F76;41497487EE36EFC13E16AA557257E1A1F9705F89CD7673CB96287C538E69408E;102
99;371D9ED59AE551451C1F128DC5273CEE876B6495D248AB204C99823E31A87D9E;529109B89313FE3E85A75CF5DC5088CC0682F451C8AB78BA29C2CA80C55C46D6;877CE28874C11A1605E63C9B0DD7911E353C782FE351516F7CB3305D4F2AA451;114
