duration,return_code
0.102043, 0000
0.101997, 0000
0.100775, 0000
0.099822, 0000
0.100054, 0000
0.101055, 0000
0.102023, 0000
0.101104, 0000
0.103015, 0000
0.101876, 0000
0.100945, 0000
0.101240, 0000
0.102117, 0000
0.101269, 0000
0.102002, 0000
0.102169, 0000
0.101068, 0000
0.105201, 0000
0.101148, 0000
0.101873, 0000
0.101175, 0000
0.102075, 0000
0.101964, 0000
0.102220, 0000
0.101118, 0000
0.103068, 0000
0.101961, 0000
0.103477, 0000
0.101146, 0000
0.101853, 0000
0.101158, 0000
0.100115, 0000
0.102247, 0000
0.102001, 0000
0.101020, 0000
0.102268, 0000
0.101049, 0000
0.101080, 0000
0.101054, 0000
0.101108, 0000
0.101130, 0000
0.103368, 0000
0.102387, 0000
0.101192, 0000
0.101092, 0000
0.102182, 0000
0.100793, 0000
0.099876, 0000
0.101449, 0000
0.102088, 0000
0.102275, 0000
0.101653, 0000
0.103208, 0000
0.101015, 0000
0.101185, 0000
0.100939, 0000
0.100154, 0000
0.102934, 0000
0.103121, 0000
0.102113, 0000
0.102126, 0000
0.101999, 0000
0.103254, 0000
0.099639, 0000
0.100749, 0000
0.101293, 0000
0.101959, 0000
0.101198, 0000
0.100944, 0000
0.101155, 0000
0.102360, 0000
0.102710, 0000
0.102079, 0000
0.102652, 0000
0.102180, 0000
0.102094, 0000
0.102011, 0000
0.102035, 0000
0.101941, 0000
0.101609, 0000
0.100214, 0000
0.101121, 0000
0.101964, 0000
0.100970, 0000
0.102063, 0000
0.100985, 0000
0.102631, 0000
0.101017, 0000
0.101161, 0000
0.101596, 0000
0.099916, 0000
0.101976, 0000
0.100124, 0000
0.101173, 0000
0.102090, 0000
0.102196, 0000
0.101026, 0000
0.102082, 0000
0.101709, 0000
0.101045, 0000
0.102102, 0000
0.102290, 0000
0.101985, 0000
0.101190, 0000
0.101729, 0000
0.102018, 0000
0.101848, 0000
0.102094, 0000
0.101981, 0000
0.102753, 0000
0.102776, 0000
0.102153, 0000
0.101737, 0000
0.101733, 0000
0.102078, 0000
0.101121, 0000
0.100767, 0000
0.101168, 0000
0.101714, 0000
0.101946, 0000
0.100700, 0000
0.102156, 0000
0.101800, 0000
0.101770, 0000
0.101891, 0000
0.101981, 0000
0.102147, 0000
0.100091, 0000
0.102142, 0000
0.101876, 0000
0.101133, 0000
0.101783, 0000
0.101054, 0000
0.102637, 0000
0.100759, 0000
0.101728, 0000
0.102154, 0000
0.102177, 0000
0.102097, 0000
0.102082, 0000
0.102160, 0000
0.100113, 0000
0.100135, 0000
0.102786, 0000
0.102055, 0000
0.101776, 0000
0.102078, 0000
0.101724, 0000
0.101199, 0000
0.102104, 0000
0.102163, 0000
0.102004, 0000
0.101087, 0000
0.101049, 0000
0.101103, 0000
0.102179, 0000
0.100994, 0000
0.102070, 0000
0.099935, 0000
0.101025, 0000
0.100140, 0000
0.100586, 0000
0.100117, 0000
0.099012, 0000
0.102016, 0000
0.101135, 0000
0.101357, 0000
0.101128, 0000
0.101015, 0000
0.102033, 0000
0.101169, 0000
0.101999, 0000
0.101133, 0000
0.101053, 0000
0.101209, 0000
0.100908, 0000
0.102180, 0000
0.101087, 0000
0.102101, 0000
0.101028, 0000
0.103168, 0000
0.101015, 0000
0.102182, 0000
0.101036, 0000
0.101064, 0000
0.102011, 0000
0.103040, 0000
0.102025, 0000
0.101796, 0000
0.100078, 0000
0.100953, 0000
0.101168, 0000
0.101200, 0000
0.102095, 0000
0.101080, 0000
0.102071, 0000
0.102017, 0000
0.103459, 0000
0.101194, 0000
0.100879, 0000
0.102381, 0000
0.101069, 0000
0.100047, 0000
0.102238, 0000
0.101859, 0000
0.102111, 0000
0.101640, 0000
0.102111, 0000
0.101102, 0000
0.102047, 0000
0.101069, 0000
0.102173, 0000
0.101093, 0000
0.100925, 0000
0.102312, 0000
0.102207, 0000
0.101889, 0000
0.103129, 0000
0.101107, 0000
0.099968, 0000
0.102036, 0000
0.101022, 0000
0.102184, 0000
0.101240, 0000
0.101929, 0000
0.103029, 0000
0.101081, 0000
0.101046, 0000
0.102039, 0000
0.101342, 0000
0.101093, 0000
0.101013, 0000
0.101165, 0000
0.101222, 0000
0.101110, 0000
0.102054, 0000
0.100941, 0000
0.101029, 0000
0.101985, 0000
0.101148, 0000
0.100982, 0000
0.102166, 0000
0.102062, 0000
0.101206, 0000
0.102033, 0000
0.101073, 0000
0.102133, 0000
0.101934, 0000
0.101158, 0000
0.100920, 0000
0.100067, 0000
0.101124, 0000
0.102038, 0000
0.101050, 0000
0.101886, 0000
0.101170, 0000
0.100919, 0000
0.102224, 0000
0.101062, 0000
0.102082, 0000
0.102013, 0000
0.101102, 0000
0.102040, 0000
0.102008, 0000
0.101975, 0000
0.102065, 0000
0.102031, 0000
0.102134, 0000
0.101062, 0000
0.102107, 0000
0.102078, 0000
0.101126, 0000
0.101035, 0000
0.100961, 0000
0.101052, 0000
0.100931, 0000
0.099642, 0000
0.102166, 0000
0.101007, 0000
0.101165, 0000
0.100957, 0000
0.102018, 0000
0.102074, 0000
0.101027, 0000
0.101101, 0000
0.101087, 0000
0.101025, 0000
0.101142, 0000
0.101918, 0000
0.103171, 0000
0.102014, 0000
0.101140, 0000
0.102081, 0000
0.102252, 0000
0.101910, 0000
0.102137, 0000
0.101018, 0000
0.100755, 0000
0.102139, 0000
0.099729, 0000
0.102070, 0000
0.099966, 0000
0.102016, 0000
0.099934, 0000
0.101084, 0000
0.102091, 0000
0.099597, 0000
0.102061, 0000
0.101120, 0000
0.104138, 0000
0.101095, 0000
0.101148, 0000
0.101921, 0000
0.102160, 0000
0.101917, 0000
0.102153, 0000
0.102553, 0000
0.103056, 0000
0.101972, 0000
0.102079, 0000
0.102933, 0000
0.102084, 0000
0.100125, 0000
0.101070, 0000
0.101059, 0000
0.102208, 0000
0.100737, 0000
0.101969, 0000
0.101025, 0000
0.100886, 0000
0.101056, 0000
0.102001, 0000
0.099966, 0000
0.101144, 0000
0.101998, 0000
0.101110, 0000
0.102213, 0000
0.101019, 0000
0.102008, 0000
0.101933, 0000
0.102066, 0000
0.101005, 0000
0.101118, 0000
0.102113, 0000
0.101059, 0000
0.102247, 0000
0.100092, 0000
0.100801, 0000
0.103027, 0000
0.101053, 0000
0.101144, 0000
0.100988, 0000
0.102237, 0000
0.102001, 0000
0.100972, 0000
0.102041, 0000
0.102108, 0000
0.100938, 0000
0.101448, 0000
0.101935, 0000
0.102053, 0000
0.101212, 0000
0.099057, 0000
0.100057, 0000
0.100974, 0000
0.100920, 0000
0.101147, 0000
0.101876, 0000
0.102226, 0000
0.101695, 0000
0.101101, 0000
0.101246, 0000
0.101021, 0000
0.101809, 0000
0.101013, 0000
0.102056, 0000
0.101151, 0000
0.101997, 0000
0.102189, 0000
0.101006, 0000
0.102071, 0000
0.100968, 0000
0.102165, 0000
0.100964, 0000
0.102153, 0000
0.102114, 0000
0.100990, 0000
0.101035, 0000
0.101101, 0000
0.102051, 0000
0.100969, 0000
0.102016, 0000
0.102073, 0000
0.101019, 0000
0.102051, 0000
0.103021, 0000
0.101873, 0000
0.101149, 0000
0.101999, 0000
0.101176, 0000
0.101021, 0000
0.101085, 0000
0.102350, 0000
0.100127, 0000
0.100963, 0000
0.102046, 0000
0.101965, 0000
0.101108, 0000
0.101988, 0000
0.102059, 0000
0.100960, 0000
0.100908, 0000
0.102031, 0000
0.101069, 0000
0.101106, 0000
0.101047, 0000
0.101073, 0000
0.102947, 0000
0.101103, 0000
0.101163, 0000
0.101029, 0000
0.101122, 0000
0.101005, 0000
0.101066, 0000
0.101052, 0000
0.101020, 0000
0.101072, 0000
0.101026, 0000
0.101077, 0000
0.100859, 0000
0.101226, 0000
0.099706, 0000
0.101886, 0000
0.101076, 0000
0.101095, 0000
0.102009, 0000
0.102056, 0000
0.099955, 0000
0.101899, 0000
0.100065, 0000
0.102126, 0000
0.099956, 0000
0.101629, 0000
0.101065, 0000
0.101117, 0000
0.100081, 0000
0.101015, 0000
0.101182, 0000
0.101029, 0000
0.102078, 0000
0.102006, 0000
0.101012, 0000
0.102139, 0000
0.101995, 0000
0.101110, 0000
0.102020, 0000
0.101184, 0000
0.099948, 0000
0.102198, 0000
0.100893, 0000
0.101052, 0000
0.100981, 0000
0.103134, 0000
0.100659, 0000
0.101011, 0000
0.102095, 0000
0.101619, 0000
0.100113, 0000
0.100950, 0000
0.100789, 0000
0.101226, 0000
0.100879, 0000
0.103200, 0000
0.101650, 0000
0.102250, 0000
0.101929, 0000
0.102063, 0000
0.101948, 0000
0.101083, 0000
0.100120, 0000
0.101039, 0000
0.103063, 0000
0.101995, 0000
0.101038, 0000
0.102250, 0000
0.100740, 0000
0.101260, 0000
0.102071, 0000
0.101220, 0000
0.103472, 0000
0.100919, 0000
0.102131, 0000
0.101022, 0000
0.101982, 0000
0.101114, 0000
0.101566, 0000
0.102146, 0000
0.101958, 0000
0.100165, 0000
0.101808, 0000
0.100003, 0000
0.101203, 0000
0.101100, 0000
0.102227, 0000
0.101907, 0000
0.100943, 0000
0.102193, 0000
0.101942, 0000
0.101074, 0000
0.101119, 0000
0.099028, 0000
0.101196, 0000
0.100119, 0000
0.102144, 0000
0.101112, 0000
0.101209, 0000
0.100122, 0000
0.102117, 0000
0.102081, 0000
0.102144, 0000
0.100997, 0000
0.102032, 0000
0.100863, 0000
0.102036, 0000
0.101983, 0000
0.102318, 0000
0.101060, 0000
0.101180, 0000
0.102099, 0000
0.100402, 0000
0.102148, 0000
0.101015, 0000
0.102083, 0000
0.100925, 0000
0.100148, 0000
0.102128, 0000
0.102062, 0000
0.100796, 0000
0.100696, 0000
0.102149, 0000
0.102164, 0000
0.102298, 0000
0.102040, 0000
0.099966, 0000
0.101305, 0000
0.101041, 0000
0.102232, 0000
0.101935, 0000
0.102016, 0000
0.101270, 0000
0.100993, 0000
0.101010, 0000
0.101173, 0000
0.102986, 0000
0.101871, 0000
0.101703, 0000
0.101044, 0000
0.101995, 0000
0.101945, 0000
0.101059, 0000
0.101925, 0000
0.102047, 0000
0.101056, 0000
0.100619, 0000
0.101149, 0000
0.102045, 0000
0.100911, 0000
0.101275, 0000
0.101124, 0000
0.100405, 0000
0.102240, 0000
0.100981, 0000
0.102090, 0000
0.101106, 0000
0.102934, 0000
0.101019, 0000
0.102110, 0000
0.102073, 0000
0.101066, 0000
0.100051, 0000
0.101036, 0000
0.101270, 0000
0.102156, 0000
0.100111, 0000
0.101091, 0000
0.101085, 0000
0.101012, 0000
0.101014, 0000
0.101132, 0000
0.102656, 0000
0.103216, 0000
0.101638, 0000
0.102243, 0000
0.101670, 0000
0.103274, 0000
0.101987, 0000
0.101230, 0000
0.101875, 0000
0.102094, 0000
0.101080, 0000
0.101110, 0000
0.101086, 0000
0.102071, 0000
0.101224, 0000
0.102467, 0000
0.101197, 0000
0.100948, 0000
0.101247, 0000
0.102186, 0000
0.101119, 0000
0.101870, 0000
0.101144, 0000
0.101042, 0000
0.103841, 0000
0.100925, 0000
0.100996, 0000
0.102054, 0000
0.102026, 0000
0.102937, 0000
0.100989, 0000
0.102577, 0000
0.102887, 0000
0.101121, 0000
0.101188, 0000
0.100955, 0000
0.101091, 0000
0.101710, 0000
0.101135, 0000
0.102005, 0000
0.100061, 0000
0.102069, 0000
0.101082, 0000
0.101183, 0000
0.102164, 0000
0.101995, 0000
0.102215, 0000
0.101044, 0000
0.102929, 0000
0.102138, 0000
0.102305, 0000
0.102135, 0000
0.101870, 0000
0.101626, 0000
0.101277, 0000
0.101781, 0000
0.102068, 0000
0.102170, 0000
0.102045, 0000
0.101711, 0000
0.101084, 0000
0.102193, 0000
0.101126, 0000
0.102033, 0000
0.101014, 0000
0.101972, 0000
0.101718, 0000
0.101812, 0000
0.101961, 0000
0.100931, 0000
0.100121, 0000
0.102075, 0000
0.101130, 0000
0.102198, 0000
0.102010, 0000
0.102064, 0000
0.102036, 0000
0.101002, 0000
0.102574, 0000
0.102058, 0000
0.102126, 0000
0.102106, 0000
0.101088, 0000
0.101151, 0000
0.100990, 0000
0.101765, 0000
0.101060, 0000
0.101203, 0000
0.102831, 0000
0.101086, 0000
0.101078, 0000
0.101126, 0000
0.102025, 0000
0.102126, 0000
0.102102, 0000
0.100057, 0000
0.101122, 0000
0.102096, 0000
0.101178, 0000
0.101349, 0000
0.098181, 0000
0.101154, 0000
0.102002, 0000
0.101897, 0000
0.101982, 0000
0.101092, 0000
0.101988, 0000
0.101989, 0000
0.101130, 0000
0.101001, 0000
0.101123, 0000
0.102182, 0000
0.102590, 0000
0.102202, 0000
0.101066, 0000
0.102018, 0000
0.101779, 0000
0.101719, 0000
0.101124, 0000
0.101075, 0000
0.102185, 0000
0.101763, 0000
0.102279, 0000
0.101886, 0000
0.101154, 0000
0.102228, 0000
0.101194, 0000
0.101179, 0000
0.101095, 0000
0.102126, 0000
0.101202, 0000
0.102091, 0000
0.100957, 0000
0.101052, 0000
0.101071, 0000
0.102069, 0000
0.101167, 0000
0.100074, 0000
0.102268, 0000
0.102069, 0000
0.101041, 0000
0.101084, 0000
0.101977, 0000
0.101301, 0000
0.100113, 0000
0.101237, 0000
0.101964, 0000
0.101226, 0000
0.102138, 0000
0.099861, 0000
0.101057, 0000
0.102053, 0000
0.101013, 0000
0.102127, 0000
0.100151, 0000
0.101317, 0000
0.102139, 0000
0.102077, 0000
0.101973, 0000
0.101132, 0000
0.102059, 0000
0.101072, 0000
0.102040, 0000
0.101044, 0000
0.101067, 0000
0.101144, 0000
0.102105, 0000
0.102076, 0000
0.101060, 0000
0.100979, 0000
0.102227, 0000
0.103182, 0000
0.101243, 0000
0.101460, 0000
0.102145, 0000
0.100675, 0000
0.101555, 0000
0.102038, 0000
0.102219, 0000
0.100957, 0000
0.102177, 0000
0.101137, 0000
0.102187, 0000
0.101032, 0000
0.102164, 0000
0.101714, 0000
0.101986, 0000
0.100629, 0000
0.100093, 0000
0.102201, 0000
0.102222, 0000
0.102149, 0000
