id;n;e;p;q;d;t
572;9E7E923581D5AA497BFBB173365001975FD5ECC6D5F64F93D11A579A6FBC3A37A2CC4BABF65CBB638E82008865B669B86BF62418D0C52B44552D2FB86BB8CB64A1563298D4B8A1EB08F3B6645D0C8090555FC9B3C67D538D54E3E8E5F114534F0123AF2CEAA9E0536974CFA146B44ADDA22769F03D958AF47F94C0D21E705CFB;010001;D0DFDE761E4A3416ACA2EA0DF49D163B9C2B9014E9F1127E46A3D884E2CC24654187AF427E970318D3A3693EF2908BABED3235402EC453671A5C921BB0650F7B; ; ;1415
573;C8313766226F5271D0CE39D0408D0959CF76A678A266F3CD2BF7924908C2643F86414F6103E5755EEF362D3BAFA7408552615A8452A8A99DAE61C6463749CE8B121DD8672034E21AC8D57956ECAA72340DE3E0286DB9B2630C2E2F79C1429FAA68603FECEB54C644E6A3871F11E742EAB78396A5770FCF8BA039F69B2414C04D;010001;FF780E1FE6491275187D0976F3C1D9AC6F60532DC7207FD400D0AD2C804F5B2C78C578A3D2E03D9D861FEF85531987E2FBEF242572936265F075FE226B021191; ; ;1041
574;BE9852568924E3B53D91FBE9DA4FCA02F3405343AC85313B5A89C65EA851DB4A47801831FBEA6AF7E44FD37CF5DEAC4B4A0DF2BAAFDA73AD4929FD1D6CC96FD5BED4A44B09ED923EE0BA92697399DA9BE8AF148E4606641B16CFB7B534F4F3244CD48D3F33F651642744A8A5D9324D065F97E1F89250DFAF28CC9E8554BCB281;010001;F0A4684539561EEF6CDEBF6753FCBFEBE40CCC8B39F8439468813EE50836F12EDE5269FC45019A5379CB14CDA4411AA1C6929F152BC4AE3F92030DABD549D5A7; ; ;504
575;CEEE7F9C4ED6A1B10FB2D7B27D189412C784B4ED9EBBB2673E9EC9327814390EBCAB290F802CF5CDB07B6B7D34381CA07003615F25033F27D7D34574BA631C3F2A2947754637A24FCE10252B52198C032681F00C14067D3E6BA667A1C90B19FB7A0C8B4D54B68643FC276C02FE3D50F70C6053CCCE74EFF1DC419E4DB52BB5CD;010001;F48E208C8C0EAEA2184C5A876115C09C4890BCBA503E6E8E66B13AEB4D7A244BBF8F586716CB994CED4241054BD6F86F2F4182599AB1796406D0CF0F1A810E59; ; ;254
576;A51C41D1893136D100D876A38288C382F372A19A1BEC56DE47B5FD1FECEFD81F166B551A32BC31DE59C34B99A83F8044C994DF73EEDA7CFA396E275A35135C4A92166B205B9D4305148FA37ABE11998A3280687D693C3A5FEC7294951E8E24B112ED4BB3A42D58A4A1BDF436AA44EF06F530CA3B1CB66CA1A84C3FC2AB447795;010001;CE6EB7A66CFA4CB5D05CC2BE5E28C092750FC2E92B3610D3A3A3F9599C0108D4F4C87FD66683FB33D5F65FAB8375AD11C1BEDE490B684B704AD76AFAD55F4A47; ; ;627
577;D5A4B70FA122528FB1407BC8EE1B249855B7000AB3D9A6AF9EEE0E607FC953CF494EBD5B23E9C3C32EF24F7223C6A6F9ED17A7F13CFDED052C68850D5CFE4E962C10684496E01B8F12F54C27364FE298111C858C4F6AEE83F3B57925157EE086BF9A853D2D92042F05ED1A8B74987F24CCC99CFE1F99A7151B1986B2A77EBCC7;010001;FD9C5EC5811B9521EC512EB7600F3B049DD165A15B7E3547D768769E901BBDC008BAB147EBBC8F6F4638BE0038E9DC6A150B8BF828150FBCFC4A6C2D9C390283; ; ;710
578;E9E87FF3BCC59146D91AECBBD966F1B4AA8C1604BA7DA699A3F01034844C8ABA4B32620E0BD497D7BBC24E0A19D07B57470C918FB1DCE47B49DC421DA57E0C7B015D36F46864296CC27C8431F9315EF05DC26506031DF78B2E10C68CF84447A8A7D03A0063E5C7AF5C168E674C603209916D1B5C0EA02B442B850C8843B617D3;010001;FDFDC41B2F1C65A9FA33C32374240B97C349EA8E122A7963DBDD4FEAD80C42D127DDFFCC2593989214BC7CC6D7084CA50B870C82C9F0D4AF48975AAC176F5DAF; ; ;2053
579;F4B2458ACFC854009A72BB32C7A50679C9B84A0CA45E67C0129E8E6C68B17D030B33EC437FD9BF5404BA0C6F965EBC4D788D9C9B4B6B87EFC51E2B289A3D73630F4F0C1C5326A6DBA477CF88E858BA1AACB01F0964D8BDF1258881CD48C0AC48D1587B277021C2225BF7E1EA94753F094D8E7C9103C36EC926C6F51F2826B275;010001;FBFABF0A1F92EE35C822984BC5946C0D6A739350D47D55E730ECBEBDEBD18A7D3563D47227AE0038E6A687FCBE38F1644C029D35E583339F611E9C807A6F7BB3; ; ;835
580;BE95A1F4FEC88B52492963B6FF5F33B79E40FC009EE602F7DD36AECEBD596BCBE916D41E3621CFB711EF6C208D486873C4571F50DF3F6A9621016391BD0877B62BDE0FFDC8941E2E65901F97F4EB2BBF3397C72C3C2765E7B810348892A8F83AAC6C9DC0429B69212049348EA84B1A89EA84A4C0DF8CA520A10C1C90A4F3194F;010001;E533E67C9FA6C7A7041D39587A8033312FCFE8AB6634D3DEC50EDC6279B99502EE04DC87833A1E9D20637D06CC8C371C937AFE55AB0782458A0AE8A9C33A85EF; ; ;586
581;C89E7D9E4E8AFF670DF56C50D2AFD90A3E790C154336F5D819717AD8901F8C49A95279904018EFF2BCD669EC45DC5123EB9A132C7074223B59BB559A722A58CB7D29812A3221FF31B2DAB16E26A9761F3C1A8AC0AFB02A5A1786087B80DB76A2EAEF758CD0E996BC1986C9B775CCC4EE732A85D17C70F8BAE657E2A6FD54F051;010001;F2067DCF7E00F0D10161A4677C96B7166EAD7F014ECCB837E847716379015DFFE5DFF1C10357E5C81FA776FBAD0BEDB3DDFD7D5491A54B09E96FA665CE4F3DCF; ; ;919
582;CD9E2EF11D9A8E6C4A0E8B6EF605455DBB3A4498C96B52F68E78B43F0F6CB69159E0386C7C8BA57DCCD231C48EF2162987CEBA41C1DD1B1195DCE44F593F6C9FAAC3860840D33698F1B26830274E3AECF22BC1A0BB915B0223043469005E03F4391349C2892F1EAED7CD99434D4D8EFA68D705281D36F13DD0BA1207896E347B;010001;F42E87ACE3BD9AD1C57DF75340BE505C0C776D508D9A045A3B08B01D75D1F14153DFF110A2CF53576BD84696ED8F8D76CDB9486BF9CBB0BA53C7587CBCA685A9; ; ;2636
583;DCD70B37B88F466D3F0FE8381343623BB1AAD8996CCA564622F74E646FA27BA6785EED1F412EC00969FD381C47F00849450BC52A2DB7BF86F87B85FE25AD96618E3A86181B63E7FF4AA07966E9C43DBD371D2DBC01DDBB99A835A8AA458C3012FF14CC9B7A2612ABDCA3A217F598B7137C8525A0F9A94235B42ACAE8ED9A616F;010001;FA9A29A537F13B07A47A4B4CBB45A83B77BBAB8EA55D7FF005D99C2D4FA2D97C601B3E082A4B2B42C43B0ADC7F0E943FC142C24AF19889A3AC13881859524955; ; ;525
584;B99A266C2506A09C2528868FC0D8194178118056B75B6116A27818C65E60223671D29B73F7D78395CD1DB7EE860439A21A7990278392C486A54D8E08930FDDF73B3E21E92DE771DE51C0903EF49F225408C25A5FE28E44C094122F5F977EEBDBE78345EA733D9D4E884B4890AA2FC29B12352E7C0DBAE3AD674CC29634C7AF2B;010001;E3F934DD8581C46656DBE74F3187C17536AE13E409FA4CC63FF5E45B036489525536586B2A1EDF8630B3F3B48FA284A7F56535C548A8ADB14F5B74814E8C4BF7; ; ;2241
585;BEEB1FDAF2491C915766A7CD6D0D46DAAE31759CD7A5333A3F3C4F6D202D67DEADDD96371F97575A4DD7EE3791B8ED8BCD44528A80B0D5DAE73A09C43F163B650A08256AAB5A12F9EF6929D639AF8CBBF213D4D682FF2F1F41101D7607C4F6FBFF0134DCB5E8B168542263E295196335E43FA05CCC0061F5425472D52C4942FB;010001;EC73491018916889EAB53AE748D20B5E7ABED71673FC5EE8819C33403B280A180A833C96734449600828984B69ED75B3E0A113FE994B86025ED0E843E2308D27; ; ;481
586;C5907FEF1A30B813F753FEC71EE9C720F24DA8D41491C12D94F2F477685C3D365892E282C37CD1310C5BF578934538B9DC0A8D3580DF6B9C98672EADB0A3571DF37DE8D18A2F63BEAE5928B3A493E6382777C45E846817B60BB98D6338FC5A147DBDC74E5DBF4907F0564E48C86EA6CD2A59EA17FA311E8545913414A821E9F3;010001;F209AD005CA79CDAEE644E81B1CA6DE7756209AAFF7D838B8216EA510767601B038D7991CB87571133634738F51ADFC4EAB03CCF739D53559A9A03C318E5C941; ; ;545
587;CA28BEC06B6C9645CDA1BB6634D3C2307883261362B7D4EF775BD3F622B85DE6192FE9023618043612490D1BA313D7808190E12E93F5E44EDCF0E86F7DC9E6831B5917EE4B81C6AA5816A67C8D693073671FDA987A8F1168F91EA663C69D6AC6F12B728FCB70DCEC442844CFD24D0EBACCF1E4532B539CFAEC3E82278B08BC3F;010001;ECF71F2EFDDEF5EF240D706CA9B10F4CC740CDE97B836CB30BA9A1C777DE77474D69DB85D0165968264A7B0B58F29017F012D19BC08798C2919C8D6B256DF585; ; ;937
588;C99177C3FADEDCD78CA3B4916427613292FF541D4DFA461BE48082D3869E376FC13BB33E44976AB62AD99F0FB70F8D0A2AC8171B0F639AD5468DED60018C437AC4DD898BA4A99E1EB47EEC1481B3ED0C2A5F0660E351CFA82A9380816C2D8980675A669A21C4019B7DD7C11BF755282992AB2D3E6995E32B098B0B59423F490B;010001;EA2D22F137A8D08F408FE9B6B46125E1A756BD7EDEA8E4264190CD7E76597914A6A8862E153AFF559B5B27784EF6D73E14FE67EFC838D0298E39DBC7D3EFDEDD; ; ;1208
589;AD6CF1A5173F890117E8786C2E1FC411F44DB5F709C776FDFB3791F2394634320A72877F23CBA0AE8502CE1FC94FD203BA04F35ECD117E4DB93AAFF916B3B7BF7AA20BF88BED4D6A4B309BB997F69959FF717D3A7FB4C442EAD474CB1C415C400F585501F739C84E109203D99619AD64C3F0BF3F1C78068F062A9364D18378B7;010001;D5A355BB5CD5949483619E304C5F1218134AED032259E9570424E599AC5DD4C045464F3A46F900CDCFCDA26C2E11243B09D6C67638B3FCB10C948535D2070627; ; ;791
590;CD3465D9829E51598E2D87EC223B8C4312B3B9B4C034AA8C95F075C30EFAEE12DD8BFBC5DB09E067B0CE282751731D03487CF0787E450BE51DFC2F603B22758FA03003E8B6F47C88244C1CEA9AA6CDDACEE91A84D818AB903AA906FB0B18EDF425040CDBE3DA4922C438FFB8E46F27409522A871EE8976B0D52579452E49D271;010001;F6E7C178523CB104867C1B92FF7D2CAB72F9F1462847A2D5FE20287BB359AEE92FB0D4B1F230CA7669542800F77CA663ADC7195AC7B89010AE1C093984EF0FDB; ; ;649
591;BCAA924780CFE3837F5D40877B932A7F8616822F899B9716E944BD6C772084ACDD4EB604A49301D4C3A852DAA6851AB58B8650CF89A956304FCE93692BD53840ACB406BA5F47A770CC36BE3C367B1A982B88BB1CEA989578CEF48930C558B9F1E70C70D1DD6062668EFF12723672BB734BA280B55E6E976CA75DBD48B8A2AE03;010001;E8E0C7CB5DF612783F3A5112EA384CAA3ACD6E41D4261824CF8C8A20FCCEF942D7272AA438D236AA07A51530D8EC17D5049E954FE27F69B07CD1C4F2103EE7BB; ; ;688
592;94A4505DF95CFE03B5AB8105583042A1A55B077F38BDBB6D92F868D5A951ACD06AA61BBBBD28FFD9D5BC7DA28D58C098871BA0D492FDA27CD4E240E10079D6BDFBE24BC504D6312297D35BFBA1C03CE0A9FCBF4E0350175FBAC8C507F56831D2B5A54927332F245C61929C187FE1E7F6EF915FEE1670FB64E4793789990E8AEB;010001;C42E79F95AE54A263FC389FB98F653CF8C9C40C0F0C682157C9095D734C667F2D6AB4DBC7F90F7B5341E745047608980F8B6227CC567F567E1DCB664DFF83DBD; ; ;710
593;A7E93D188FE1D57E18C9312212EFCE0EA2FECD71B40A4CB7608C523AF3D17E0E427D7DD0915D900193109806C918F249E0AB73262E3B2A4B3C0479273294ABA178B4E01B1630DE99D1DBEDD4B578831ECC7B07522B52245DFCE610FB3122A57023AAFF8AEF1FD677B82E9E91B9BBBB570859D60E0F2DB3BBF2BF48A6E9D2F473;010001;DE7141E57EC4E35B3FA8C760FD2A77DCAD9C6D6547A49E6E3AE404F4B8AF13657F9EDD261FB0DE3A79990443083D3DD9A123F078190566C1E592EBE37DBE5F9F; ; ;359
594;B8485155CB6E1A224B732DCD486BC01E90D3794E929833723A8E1631C3FE3D833C108D7F89F3256D87360BE7CB99AA9FE85E2B5275B7B7EE7F482B2D6671167A17D3DE31F4136FF9F1AF8C25E8A860791F18CC2F44AF5343F62FCF37360860D40329972CB3AA261213674E92B9738F5C37A560612CD015155160BB427152251D;010001;E8FD6E6B9E7849AB6CE4342398B4A2FCAD6E68A3B4DF7F0A414410AF9D66F369E9693536DE14A14A09768B084411B7780F13101D1AEBEB7FA3016CE2B21A5833; ; ;1496
595;EEA43E9E9A4C3459BF74E04FB3A0D81AD1DFF5F4FDA02BD79678EF365CC16BB570EF02B5ECBA0044F4F9754F41F3ED818BBC95D307CF98072F4F8F82C4F48F7EB6B2CB91BA9ED88BE996A91513AFE6B9DC062BB77CB388121E0A8CC594BF51365A986435DA1A1C8CC8A53834596B6F2D3F1973127888FA2B447C7F9989D214A7;010001;F9A9B66A8408E81770B95E37EC77B2B3385DB927AC33B91CA6CE30847C6C189045DE49DA70917E4D892A2F2D206EE35E36536AB2B693BEB2B00FA56485F2408F; ; ;1000
596;DDDCCF701C300DCC7FFB530A398FA34A15A0F282A08BD211059259A52A124AA14BD924A0B6D48D0DEA7A30C7E881A5E65D0C5710E22172AC731A78B11776640F78C7A2C913C443458FFE879844B32DDD72D1DCE38ED25BFD85D83BFC8F38D763A5EE68E43C049B454804E329B45B7E9A6C9075A392865CAE89E0FE78B76F744B;010001;EFA978F0F1574425E64CDCB6D6130BA82C80BD608E727A6AF6D76C9473D032699CA01955A79FC85544C642CCBA82B5920A9DFF414CAAF3CCADD2FE20E9A647C9; ; ;937
597;B5283AD13C092743DB062ECDC2347E46C82500F01D4A0A78AB8282E6948CEE1349F4EB950B694B6E0514DC1A30E4DC345BC94259980613C11C3CE405AF585325557E1DE43CBFA07E4FE41897DADD45986AA7C5597E4325335AFDFC23FAB99FC0810EB0D963FC3E420C5743991610A1464341855A5D68E77220FD551F2BAFA055;010001;DD82FFA1DEE551FE7B92CE251FABD507502365BDE85A88DC4E6F9F1698F451B2A1153EB5E03757F37751530AEF3DAA31D7243198303851E3B68B461E8A25D27D; ; ;546
598;BAE13BE57D4B45F4AA9C298CDE9962E7B830DF403E542EAEFFEDE2A15F817DE93621ECAFB88EBFE3C32E89B3094900DCDF8F228AFD874BDADF662CD570225EF839B70C38784BCFBFC803057D4C44EFE915C1793DCE325A79905136052D173E90CF30B89064D64029AF93080DDEE6A6DCB339E09DEE36C5A4C260CB494BFE94FD;010001;F8609F2E6E0D121E5D224596F50CDE2A9E3D8FE3960EBBF60E972ACF2A59369D98A084255BBB050623CDA5CE70423EE7D937D8E5B4AFDE5495178E3C0AB1638B; ; ;855
599;BCF82CA845F45E356F6EB5A8167F8541FCAB011C6498AB384658421E4404810BC7D4E135B9247B53A9A01FC1860913C89B2FEF51078D1C2B2ED475D9C3A171927222FEE34AACC22DFA263258C7927E160A5D4628FB15A22B0E8FD5A7BBEA3803C34C62EF70730FB446F53605C50D217A98F05188396066B2C9F0E9762173D8E9;010001;EB99A8655F482B3512721845EB5B790A1D42FCFCE04D28885B73D33D5035AB3F2C5A002834E15F63E5132052444E83D726E74A709FD5F842792FC626B523DC15; ; ;1784
600;994228DAC987E5974AD0E3494C4CE6F3A8E40D880E28802C7F89648477CD2E53C37B4E3EDC69A9C7F05FAA2AFEED9D18DB954CDAA23150574A0FD5D3A6FF5B3769F6D6A1479E81CC4A3340195ABCD3BB9DF603BEC724E2E2732A63B00067951B12E04E3ECA1DFF6ECDF69879110799B70A08596F6AC2C3C4C22F773F41CB7AB5;010001;C63734A0EB9536C7D8E76228D286E381E2825EF468955ACD74819869289E2EC97547907FC4CF4EBAFE511A9741FF7CE297417F726C304B6993383ACAE9049A6F; ; ;668
601;C6B1E7E3923868BE20F3660B3AF7FB4FBA8E7C8AE8C63B17C59E7FCBF49BBE470D0FD987CF98B8A7E8B6A190ED3C8D32F18742E66849D16A510CAEDC7B329C596C928206422B11A706C42D691D8103EAC59B91D1BC3DD5D5566D89346DC73E41215B3E14110DCD0F8D1D5CFC324F7E7653E4133AFE8B2BF19F496A56457EAD27;010001;F18A6EE24BF3F5597DB79A22C1EA43051076665996FEC6267AB8F37C5B6F5D78C5D0D96037A5A51AAD1A790DACAB9D1A0C59216C10F88733BD14E0F803A01E73; ; ;255
602;A4CAB0F5608F6C3F6DAB4F0F4B2F55E57820450A781B673EDAD1BF1502ECEAED3B6CC5CE3CAE4DB5804A45F116A974F6FD56DA93786903B2E5769B0FF23519DB66C09D5054287078D5C240D3EC3BD8182AA22715919AC6430C998B3F2CC94BE9CDECEB10897F4952AB2688866908A22FA87C351758A97A8592D764A64BB0FAEB;010001;CFA7EA860A253CF86F63D080349503BC5A28BB73C34E6DBD52F83F5159B903867E1C690D7BFF49FA1D65E5892DFF817D1A2EB714FC597073D987B88E2D7AD5F9; ; ;1620
603;CEDF91B4B399BD7AA922346CFB08358BF0579A5E390459E26367E5B5546A13D122520D26E10D49ED14CBDE98A796E89ADDD67FFF6BF5A9889CAF7525F4E20C85A003D83245A44A0C1E73D117F5D7E57088A77C49B2C1D9AECDADDB98101727F751AAC280EC20C21FB44F3588548E708501136076BBE9B681024C5FD91E1D43C5;010001;EA1392A745E3435C179E8194278A4B29499EB65D055632E60828680A58474D6FACD4AD2C2EDF0913A63A2E2B6420E75299A9FB7904E58E0BC62E771D5416B535; ; ;1267
604;D83B3D7CBEEE9899E1AEBAF061E9433E84B99B73651B5D9D4AF10A77DD2EF54C1F03D1AF5E90D38092EF71C6646F3E2F2D89225861774B741979E48EFD06439F6C26F65778E31D3B7A6F36D883E9DE57C8DE58DBA5B3A4CFC13E8778DDC697859026D5388B4D68984576B9DD6B5053030827F6720F1AEF469070283DB26937D1;010001;F4124979B9FADD819181D10C6315A6B85CE2BA287A7083CB4BF50D224BE548443A099F7DB978F49384990BE0AFC9403AA09360745042199004746E29FF4DCD05; ; ;504
605;9DCD47E99CB40E3B15D35F3B4D84D0B3C0F8C39F73F1CA81926CC0CE8202D32EDC37F3371128F07AB8425C6DBAE99B7A6C4520F2201A90B71CDA3EA59F9D52324E437F34F7D8403AE7C98567AE36754E941805AFE2C4212CD97D81A13746ED794A7D9CFC891B21697AB124CCA71AE1AD5476E378534667B700D7F4C6B1F97ADD;010001;C96AEDA09D949779C2948A31E58246BEA829DC9DDB03A1F496F1A486588C01FF9DC6494C429EF1941565987DEA23CB4D4E0E26112AAF9A624646FFAECABD2469; ; ;1062
606;B5959161B17BFD87E786E92CB5ED88D6BC8CEA6D0AD33DFB92DAAA6FCE1D2EF073B08F55BCE9A613CFEBEB8B610B89AAFB253E88185C29DED5D091FB955930ECC4D8DF29A8750B47EEC1A427E10BCB796BEAB3D63F06DA3A2D58715F597E1AA5699140ABD9CECAE7252E8AC2BAFCC9DB41D066382E111CDD850E38B29E88C0AF;010001;ED8D220882EC566AD2E0482A1CE987349DB4AF010D50C77FD42E6CFFC560254DD3125517528C670B0D30E84E60CD00B1240B96CCF60C5DBBBE8752C0C9897375; ; ;522
607;B78EF773DD05AFE6283AB27E5B20552BDEA183E63E6A130DCE683EF0DCF9D015C180615013282224BEAACEA1CDA585792A7B9E97FFE1DEDA185A98DC6965CA9F3F5F263354449983FC9B2A283EB7F9ECC624E8CC840A7881310A902668C3F71C280FE469727B11845BC03520D6C19E8C48BFE59CD47D8C35E83D416403A5F35F;010001;E4A731EA0FB6D807969F3E42C402BA1F7EA41C3BFA82B33A9742487A779A43677E98B8580682C71270F18F7515D31F62DFA9F72E80620D6067BAA94C07290D53; ; ;712
608;E10471813E5BEF2530F1DAC0105724053CE47674C3E5511D38584998BEB4393DC32301F889B8D96F3A7B55D6FC1EC3A678C57B62C11B6D87C80691E61FBDC9F870A7590DC22B8AFA60D6CB76C6BD9B66A2BABAC180A892F24BEC266FA19E7E3956CF761F04310CC77A3FDD475BF93D50FC7B88FB9E48609D13EE1C50B780F19F;010001;FD82C902CA90D7DF9A5B8979218DF922673E10CC6E999E276CBB4B32360734CE17CE7B85ABDA6AB51A054CFB3B3DE4A7917C2272F59D868EAE0C63A0C4576985; ; ;1352
609;BC34F10AD222F822B2C9E8BD50CE604A46D4F998B498E8034501E7D8F22B3EA87F2071ACC1E8D86824CB3156553136A309D02DBF52146899A77661F0C5EBC4A1170D15895AF897AD78639FC3AAD7D822697B81B36FCCE50BCC09D9960D21F37C48A18B6A92B21F17B6A191B24B4DB71A36F5D790AB6C540AC103580B114A4087;010001;F6DFC58374C6838913240350D91422BC5E2EC9C86762495D97F5A34E1BB26B70DE3BE8EF34CAE2255F11ABB258B21DE6C07203C327BFD488293F454756124497; ; ;649
610;B06D16148DDCD78DC2046CA149ECC2D94D3C3144DDA92BAB62CF6F882744BAA8AF7705AB4D409092FC28FC1624D81425DE0EA1363970C73798FA44D2C917D5F7A68ECA5EDD6DCE689611C7BC72577EC590B160E9A578A37E1274457A542133C104491F48D7D5C66920D4D0C97118DF139C4099C0CF9608D58B014D1FC8EC51E9;010001;D4DB56708F92EE74880ACA8CB9E196123150BCB1EE63D5B14A0794CF33604BBD5FA256C171225AAE208C34331926A6712AC6AAD7F42CAE3D5F3FB249F627FD27; ; ;544
611;B34BC632EE3545E03C7802D505460662DBE68CBDB933610953BEF732B9DB51A71A795591592C82F0EB36BC19DBF38BE7DDF45ED286B1AF474C0F225BA6A01D432F9ED2968AB41E91382D980D884F873C27EDCE21B0DD4F0F89CA7AB13C4946677D55FD9F77593850F9FCB181EED552BDC7169E5F6D65DDAD3DB5C8AE613B0151;010001;E4BBE6828E1D0EB31942541D24DF834353948535691B5445417ECB190C0C71B6B0B6FC61C6048B5282C6CB124914F6A1C09B24F516A02A836F42F2F3AE2CBF71; ; ;277
612;9FBF1232108A858B4D607FAF9E5DB991D716213DF1C9EBE33B82DECFD8A3E39D2B5D4C5C23E1CA920D07D0AFD0DC2BC1A1CB9E51D759D60CD1B89F8DF1A69C9E11669D4FCD641366F6D3B653FB72ADD100D4625C326A3F974041D6D77D5B3D1BC51B8D229903F6AE1102A32C2543F85ACC9B311A8B332B963A793CE8DE5DFAE5;010001;CA89C092F261D4B3884F09E38C76D7ACD89876F472EF8AF97983FAD5601BAEEAA3F47462A17096AB744D1E389750193C87F62C1928BA2624F78D5B8BAC5CA993; ; ;606
613;B06344EE5AA804A80CD2A1A42B862067EEC36630261D9F670088755A198AC6E57018B62E7B82638D2B2A58D283B35697650655E347F07F176DB1C944E9A760B4616A1D75AEC40E6916B52B3A0C4A221698B5D6225FACC9484C25964242A9EAFD0A8496ED80230E10A45871E26B65D73B4CF0EAE05CC5D560B5D84D51BEB467E3;010001;DD6C472BA94B5A161CFC24319D52992B1B6C149624BACA50458D89CAD060E330D0DA38DBE48DE565E8ED65625F1BFAF21937D11D395AC6974727973D3538A54B; ; ;607
614;B68C90C90D9DA15558EBF28C4A2F3CA20DC91E3101B0D63A64897D6F4D7D148EB74F06CE4FD2EAECCBFDF422A9231C569323FAFCF9DEFA6CDC7D80F5E66159CAEE4C3D94D17F6F1BB977DB07A2ACA5155C54FA5C94D233F01A1FC63A5D8ED1AD8CC7F7048C85B22C378416AFD94C76B4FEEBB1A7B81F55FF38D03A8E52F2EC35;010001;E722EF79E991FF191ABEDD754C8A4AB53BDEFE51A803EBFB94BA1D0D488D0FA3611A1FB38C0DAA2858F85BC930542911C1D2F0830EF434E88C2DB8EBAF2CA7D3; ; ;545
615;AB49081395B3997236B1399CE3C504B150A3EE2EE416F87D6B21A91472498571727FF14643D5135FC276BFF923EAB0D9F59D2A7309D039593AA3E1E5C4AC4178BF012053B94E4E848DB711D427ABE42BC86D9EF08555419ADA3765B73240F3C3D3C326763BF2C9D3A4EDD417CFD7A2A6C6D07E8B9365A2355273E5C638CA87C5;010001;E4181CFF43F0D115EC7093F3D318A5162B3D68BDC89003B7C01733280ECE3B5407ED9D163473B4FDC5D3000E7EE3D6ABCF3C8F63F5C5FFDA8B74A62BCC0D4CFB; ; ;1062
616;D8F97104C483A4B2FDA9E7EC66D2F87F023DC233341BFA9E8187FBF4E4249E6EE3AB609B77EB755E0F8687B193052BC20D56E2BF462C706EEAFC8502E0CAB79E97B3EE6B3124C5BF8A213F1157FBC8233F5D216CF80F538C718395DA75526A39A0EFE7DAD76AA565C6EE765D92B9D9A82D67AA835DF33D080BB2423FE5948243;010001;F437658E51A89A1C15F8821935E61CB4A27F0BB753CB954324914B2D54083EBB3E0B8E4ED062EB83319346BDCB580B14BFA136E55FBFBF5FE9A1F52CA55DBEC9; ; ;1188
617;A77E3B22F4DF06C8989FED4A1C3EABE2FDF1F26A517E59656A2C91D8FEBD8F635E42174EA468C33CA9C8D283D992B446F19D59AA8B8CEB5047BE75141C89D7294895B5E84D2925585C7C0CC825BF035C83100AEE33C8A135BC77FB2DCE5256FD7054D93463606C5ECED66ACBC3E6BCF365ACE13155ED2E61D72A71129325C471;010001;D6CB9A94C1C29DBDE52D753522C75C4C16D41531501E7A2B08724DC8FA66534D1ADCBA7251A3BD0E585CDA0B665DFEFF8D7A6F4E1EAEA69F3CA6EC498A778A8B; ; ;959
618;C6A8D80D51E205883460166A0AAA37004D5B09B49D56C2D611798FD582C2A51B0028DE2C053378F2CA5BA46BBB4EB997999141D740CC46D959B146664176903FC9AEB7A6C863C99DD96D85A17D71DAF5FAEC3AA5B07586AB2AD05DFD6378954FF5D73F47836847B9780B2F32722A72EB4914009FBAC89C1A5457B6CF6DB682FD;010001;FC4BAD1DC0F4D391C69505A98D1FCD48AA713FE2BAD90CDB71417CB1C7B8A795DCC3D78B05E2EBA75448A73870B36A8A2CB1C6E951AC404ABC9F7AB248F6FD77; ; ;316
619;A8E6282405490EF396D6CD964505138A7C1D76FE75EFC557106C534A75F42DD0FD12A3EEBBCEEBD1A2C488BCA2BFD0721B8C28704F9CC28FCB381F319AF7999516576F77C54AA1216BA625788989BABABCDE1AD0A643274D12813329A4D19969429BEFA0E4AD783401DE4D36EBF9FED8197DD3223CAF727CD4062A74F3373223;010001;D14BC9D37363C0C4C3D3C587511B7E4D831DD372A2332C42324DEB2FFEF4EEE33A6E3723A6F3CD30E6DC73F6B1BBAF04E3FB07ACA5AA6D5FE3D4DDAD2D27D695; ; ;898
620;B17927F33C19F711E581F9FF472BE03EF15BDEB8AFBE8520D29A188EF2109EF7055BAB1DC1734CBC970B9B4DE7C152B30CBE60861516CDBFACD92614F177ACA986FC78B4A4B6F12F58B0E81C3EED7F00FAE110C53AAC11C125AC264B78362BFC8C359FCF4684B5E5C4F2B877889CF4D01D79A04417DD7AF71A20D7416D51FB3D;010001;D52B68415A2F20F8AA8F9268D08DBA9FFF2BEA5173632D68AE9341F4ED57F7A64EE3B78C040AA57554CA238D070D8F2F1BC5508672E98B7B7D0E842BEBD147A7; ; ;1828
621;9D2E31C02957AC5B36EDB3241EEDCA8E344E490EBBBD6E7C495F9E770BB4DAC67FC01B28DBB31E0B6BC8517DC608E0D8266414406DC3479E283E095A2D99C222614E11B00059975FCA815FD596A3FB3199EF9B9A791BBFB05E565E48DF8A5D5801274D56D21F0626755F667ED49AEEA4849D30211FD0FFB54853165D465B1225;010001;CD95E58BC9D3DECE88CDBFCD0411F10D259CD4E4B777F63C94D7CBBB09AF6BA319B855210532BCB0EBC25CFCE6E00D1D1CC493917F30A7C50FC1FEE2B6052927; ; ;1040
