INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;
Execution date/time; 2014/11/10 20:53:52
AlgTestJClient version; 1.2.1
AlgTest applet version; error
Used reader; PC/SC terminal Gemplus USB Smart Card Reader 0PC/SC terminal Gemplus USB Smart Card Reader 0
Card ATR; 3b 6e 00 00 80 25 a0 00 00 00 28 56 80 10 21 00 01 08 3b 6e 00 00 80 25 a0 00 00 00 28 56 80 10 21 00 01 08 
Used protocol; T=0T=0
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse
Fail to obtain response for GetSupportedAndParse

ERROR: javacard.security.KeyAgreement fail

ERROR: javacard.security.Checksum fail
